%  label: Unnamed trial, 17/03/22 02-30-00
%  population_size: 1024
%  mutation_rate: 0.45
%  max_generations: 200000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0
%  cuck_rate: 0.15
%  threads: 8
%  num_demes: 4
%  migration: 0.1
%  use_viscosity: true
%  outregs: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd

ITERATION,AVG-GEN,AVG-FIT,AVG-CRASH,BEST-GEN,BEST-FIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,UNSEEN
297,0.8564453,0.604499,0.53592813,0,0.0069491905,0,17.172852,22,0.6738281
298,0.8574219,0.604499,0.53592813,0,0.0069491905,0,17.208008,22,0.6738281
299,0.859375,0.6040874,0.5345345,0,0.0069491905,0,17.202148,22,0.6748047
300,0.8623047,0.6031799,0.5315315,0,0.0069491905,0,17.19043,22,0.6748047
301,0.8691406,0.60140854,0.5315315,0,0.0069491905,0,17.183594,22,0.6748047
302,0.8701172,0.60048676,0.5269461,0,0.0069491905,0,17.16211,22,0.6738281
303,0.8779297,0.59879714,0.52095807,0,0.0069491905,0,17.171875,22,0.6738281
304,0.8798828,0.59743226,0.519403,0,0.0069491905,0,17.154297,22,0.67285156
305,0.8847656,0.5981384,0.51785713,0,0.0069491905,0,17.15625,22,0.671875
306,0.88183594,0.599076,0.51632047,0,0.0069491905,0,17.166992,22,0.67089844
307,0.8857422,0.5994975,0.52071005,0,0.0069491905,0,17.166016,22,0.6699219
308,0.88671875,0.5999165,0.5221239,0,0.0069491905,0,17.138672,22,0.6689453
309,0.8886719,0.6003331,0.5235294,0,0.0069491905,0,17.154297,22,0.66796875
310,0.88964844,0.6003331,0.5235294,0,0.0069491905,0,17.135742,22,0.66796875
311,0.8925781,0.5990052,0.5205882,0,0.0069491905,0,17.138672,22,0.66796875
312,0.8964844,0.5976637,0.51906157,0,0.0069491905,0,17.152344,22,0.6669922
313,0.8984375,0.5976637,0.51906157,0,0.0069491905,0,17.103516,22,0.6669922
314,0.9003906,0.5976637,0.51319647,0,0.0069491905,0,17.072266,22,0.6669922
315,0.90625,0.5976637,0.5102639,0,0.0069491905,0,17.113281,22,0.6669922
316,0.9160156,0.5985026,0.5131195,0,0.0069491905,0,17.088867,22,0.66503906
317,0.9189453,0.59863234,0.51304346,0,0.0069491905,0,17.083984,22,0.66308594
318,0.9248047,0.59775054,0.5086705,0,0.0069491905,0,17.083008,22,0.6621094
319,0.9267578,0.59653085,0.5072464,0,0.0069491905,0,17.05957,22,0.66308594
320,0.9296875,0.59653085,0.5072464,0,0.0069491905,0,17.0625,22,0.66308594
321,0.9345703,0.59695,0.50578034,0,0.0069491905,0,17.036133,22,0.6621094
322,0.9355469,0.59761393,0.50432277,0,0.0069491905,0,17.04004,22,0.6611328
323,0.9394531,0.5980276,0.50287354,0,0.0069491905,0,17.00586,22,0.66015625
324,0.94433594,0.59761393,0.50432277,0,0.0069491905,0,16.981445,22,0.6611328
325,0.9501953,0.5954528,0.50287354,0,0.0069491905,0,16.988281,22,0.66015625
326,0.953125,0.5954528,0.50287354,0,0.0069491905,0,16.993164,22,0.66015625
327,0.9628906,0.59418184,0.50143266,0,0.0069491905,0,17.038086,22,0.6591797
328,0.96972656,0.5928886,0.5,0,0.0069491905,0,17.045898,22,0.6582031
329,0.9716797,0.5937451,0.5014245,0,0.0069491905,0,17.048828,22,0.65722656
330,0.97753906,0.594165,0.5,0,0.0069491905,0,17.048828,22,0.65625
331,0.9736328,0.5957278,0.5,0,0.0069491905,0,17.091797,22,0.6542969
332,0.97753906,0.5955846,0.49717513,0,0.0069491905,0,17.07129,22,0.6542969
333,0.9785156,0.5959957,0.49859154,0,0.0069491905,0,17.120117,22,0.6533203
334,0.9824219,0.5958229,0.49859944,0,0.0069491905,0,17.125,22,0.6513672
335,0.98828125,0.5948376,0.49860725,0,0.0069491905,0,17.114258,22,0.64941406
336,0.9951172,0.59357846,0.49444443,0,0.0069491905,0,17.166016,22,0.6484375
337,0.99902344,0.59439594,0.49723756,0,0.0069491905,0,17.15625,22,0.6464844
338,1.0009766,0.59398836,0.4930748,0,0.0069491905,0,17.18457,22,0.64746094
339,1.0068359,0.59432685,0.49723756,0,0.0069491905,0,17.211914,22,0.6464844
340,1.0087891,0.59417444,0.49447513,0,0.0069491905,0,17.206055,22,0.6464844
341,1.015625,0.5936332,0.4945055,0,0.0069491905,0,17.223633,22,0.64453125
342,1.0244141,0.5919848,0.49175823,0,0.0069491905,0,17.279297,22,0.64453125
343,1.0341797,0.588987,0.49041095,0,0.0069491905,0,17.291992,22,0.6435547
344,1.0429688,0.5869666,0.4863388,0,0.0069491905,0,17.269531,22,0.6425781
345,1.0449219,0.58641124,0.47945204,0,0.0069491905,0,17.274414,22,0.6435547
346,1.0498047,0.58752114,0.48228884,0,0.0069491905,0,17.291016,22,0.64160156
347,1.0517578,0.58667713,0.4739726,0,0.0069491905,0,17.301758,22,0.6435547
348,1.0546875,0.58542144,0.4697802,0,0.0069491905,0,17.326172,22,0.64453125
349,1.0537109,0.58542144,0.4697802,0,0.0069491905,0,17.308594,22,0.64453125
350,1.0498047,0.5847347,0.46831957,0,0.0069491905,0,17.300781,22,0.6455078
351,1.0537109,0.5847347,0.46831957,0,0.0069491905,0,17.30664,22,0.6455078
352,1.0605469,0.5833969,0.46703297,0,0.0069491905,0,17.324219,22,0.64453125
353,1.0634766,0.58296126,0.46280992,0,0.0069491905,0,17.330078,22,0.6455078
354,1.0634766,0.58252317,0.4640884,0,0.0069491905,0,17.325195,22,0.6464844
355,1.0615234,0.5817271,0.46005508,0,0.0069491905,0,17.342773,22,0.6455078
356,1.0644531,0.58044624,0.46005508,0,0.0069491905,0,17.332031,22,0.6455078
357,1.0732422,0.578742,0.45753425,0,0.0069491905,0,17.384766,22,0.6435547
358,1.0732422,0.57829475,0.4587912,0,0.0069491905,0,17.371094,22,0.64453125
359,1.0839844,0.5770982,0.45753425,0,0.0069491905,0,17.368164,22,0.6435547
360,1.0888672,0.57635945,0.45776567,0,0.0069491905,0,17.38086,22,0.64160156
361,1.0917969,0.57680833,0.45923913,0,0.0069491905,0,17.40918,22,0.640625
362,1.0947266,0.57680833,0.45923913,0,0.0069491905,0,17.395508,22,0.640625
363,1.0986328,0.5764237,0.45923913,0,0.0069491905,0,17.392578,22,0.640625
364,1.0966797,0.5764237,0.45652175,0,0.0069491905,0,17.426758,22,0.640625
365,1.0966797,0.5763048,0.45380434,0,0.0069491905,0,17.448242,22,0.640625
366,1.1015625,0.57616705,0.45108697,0,0.0069491905,0,17.447266,22,0.640625
367,1.1005859,0.5768818,0.45405406,0,0.0069491905,0,17.45996,22,0.6386719
368,1.1035156,0.5755717,0.45013478,0,0.0069491905,0,17.467773,22,0.6376953
369,1.1064453,0.5764617,0.4530831,0,0.0069491905,0,17.456055,22,0.6357422
370,1.1083984,0.5750018,0.45013478,0,0.0069491905,0,17.499023,22,0.6376953
371,1.109375,0.5759225,0.4530831,0,0.0069491905,0,17.524414,22,0.6357422
372,1.1162109,0.5746148,0.45187166,0,0.0069491905,0,17.521484,22,0.6347656
373,1.1181641,0.57382023,0.45066667,0,0.0069491905,0,17.518555,22,0.63378906
374,1.1240234,0.5723208,0.448,0,0.0069491905,0,17.514648,22,0.63378906
375,1.125,0.571627,0.44827586,0,0.0069491905,0,17.481445,22,0.63183594
376,1.1308594,0.57117516,0.44946808,0,0.0069491905,0,17.479492,22,0.6328125
377,1.1328125,0.57028735,0.44533333,0,0.0069491905,0,17.457031,22,0.63378906
378,1.1318359,0.5702454,0.44533333,0,0.0069491905,0,17.488281,22,0.63378906
379,1.1279297,0.5702454,0.44533333,0,0.0069491905,0,17.506836,22,0.63378906
380,1.1308594,0.5697874,0.44385028,0,0.0069491905,0,17.509766,22,0.6347656
381,1.1386719,0.56950945,0.44414893,0,0.0069491905,0,17.552734,22,0.6328125
382,1.140625,0.56864536,0.44266668,0,0.0069491905,0,17.56836,22,0.63378906
383,1.1367188,0.56864536,0.44266668,0,0.0069491905,0,17.574219,22,0.63378906
384,1.1367188,0.56864536,0.44266668,0,0.0069491905,0,17.588867,22,0.63378906
385,1.1367188,0.56790674,0.44,0,0.0069491905,0,17.578125,22,0.63378906
386,1.1396484,0.56790674,0.44,0,0.0069491905,0,17.572266,22,0.63378906
387,1.1445313,0.5665352,0.43882978,0,0.0069491905,0,17.548828,22,0.6328125
388,1.1494141,0.5652581,0.43882978,0,0.0069491905,0,17.582031,22,0.6328125
389,1.1542969,0.5641341,0.44031832,0,0.0069491905,0,17.55957,22,0.63183594
390,1.1601563,0.5627084,0.43882978,0,0.0069491905,0,17.59668,22,0.6328125
391,1.1621094,0.56306595,0.44,0,0.0069491905,0,17.628906,22,0.63378906
392,1.1650391,0.5607084,0.43882978,0,0.0069491905,0,17.620117,22,0.6328125
393,1.1708984,0.56166524,0.44179896,0,0.0069491905,0,17.640625,22,0.6308594
394,1.1748047,0.5620794,0.44063324,0,0.0069491905,0,17.638672,22,0.6298828
395,1.1787109,0.5604778,0.43501326,0,0.0069491905,0,17.661133,22,0.63183594
396,1.1904297,0.5589809,0.43236074,0,0.0069491905,0,17.649414,22,0.63183594
397,1.1933594,0.5585777,0.43236074,0,0.0069491905,0,17.70996,22,0.63183594
398,1.2011719,0.557779,0.43351063,0,0.0069491905,0,17.71875,22,0.6328125
399,1.2041016,0.55826646,0.43501326,0,0.0069491905,0,17.694336,22,0.63183594
400,1.2080078,0.5579885,0.4353562,0,0.0069491905,0,17.726563,22,0.6298828
401,1.2089844,0.5579885,0.43007916,0,0.0069491905,0,17.764648,22,0.6298828
402,1.2158203,0.55676186,0.42744064,0,0.0069491905,0,17.734375,22,0.6298828
403,1.2236328,0.5572481,0.42894736,0,0.0069491905,0,17.739258,22,0.62890625
404,1.2314453,0.5562507,0.42519686,0,0.0069491905,0,17.765625,22,0.6279297
405,1.2373047,0.5546758,0.42257217,0,0.0069491905,0,17.782227,22,0.6279297
406,1.2441406,0.55310106,0.4199475,0,0.0069491905,0,17.769531,22,0.6279297
407,1.2490234,0.55310106,0.4199475,0,0.0069491905,0,17.753906,22,0.6279297
408,1.2578125,0.55123454,0.41775456,0,0.0069491905,0,17.77832,22,0.62597656
409,1.2597656,0.55167884,0.41666666,0,0.0069491905,0,17.759766,22,0.625
410,1.2636719,0.552172,0.4181818,0,0.0069491905,0,17.746094,22,0.62402344
411,1.2666016,0.552172,0.41558442,0,0.0069491905,0,17.705078,22,0.62402344
412,1.2724609,0.55243796,0.41709843,0,0.0069491905,0,17.697266,22,0.6230469
413,1.2773438,0.55194676,0.41558442,0,0.0069491905,0,17.686523,22,0.62402344
414,1.2773438,0.55194676,0.41298702,0,0.0069491905,0,17.698242,22,0.62402344
415,1.2880859,0.54985255,0.4108527,0,0.0069491905,0,17.691406,22,0.6220703
416,1.2880859,0.54985255,0.4108527,0,0.0069491905,0,17.699219,22,0.6220703
417,1.2958984,0.5512288,0.41388175,0,0.0069491905,0,17.708008,22,0.6201172
418,1.2988281,0.5520904,0.4168798,0,0.0069491905,0,17.70996,22,0.61816406
419,1.3095703,0.5512683,0.4168798,0,0.0069491905,0,17.730469,22,0.61816406
420,1.3154297,0.5492419,0.41282052,0,0.0069491905,0,17.743164,22,0.6191406
421,1.3251953,0.5486718,0.41326532,0,0.0069491905,0,17.754883,22,0.6171875
422,1.3320313,0.5479796,0.41221374,0,0.0069491905,0,17.765625,22,0.61621094
423,1.3388672,0.546948,0.40862945,0,0.0069491905,0,17.78125,22,0.6152344
424,1.3496094,0.54479,0.40656567,0,0.0069491905,0,17.78418,22,0.61328125
425,1.3554688,0.5440467,0.40452263,0,0.0069491905,0,17.769531,22,0.6113281
426,1.3574219,0.54387194,0.405,0,0.0069491905,0,17.776367,22,0.609375
427,1.3623047,0.5430554,0.40601504,0,0.0069491905,0,17.77539,22,0.61035156
428,1.3671875,0.5430554,0.40601504,0,0.0069491905,0,17.802734,22,0.61035156
429,1.3671875,0.5411969,0.40350878,0,0.0069491905,0,17.776367,22,0.61035156
430,1.3779297,0.54007405,0.40350878,0,0.0069491905,0,17.789063,22,0.61035156
431,1.3847656,0.5389683,0.4025,0,0.0069491905,0,17.791992,22,0.609375
432,1.3964844,0.5360401,0.3975,0,0.0069491905,0,17.791016,22,0.609375
433,1.3994141,0.5369537,0.40049753,0,0.0069491905,0,17.776367,22,0.6074219
434,1.4003906,0.5369537,0.39800996,0,0.0069491905,0,17.751953,22,0.6074219
435,1.4130859,0.53507304,0.39454094,0,0.0069491905,0,17.766602,22,0.6064453
436,1.4169922,0.53443336,0.39356434,0,0.0069491905,0,17.771484,22,0.60546875
437,1.4189453,0.5339194,0.39454094,0,0.0069491905,0,17.75586,22,0.6064453
438,1.4306641,0.5324306,0.39205956,0,0.0069491905,0,17.786133,22,0.6064453
439,1.4404297,0.5324306,0.39205956,0,0.0069491905,0,17.78711,22,0.6064453
440,1.4453125,0.5320966,0.39205956,0,0.0069491905,0,17.808594,22,0.6064453
441,1.4462891,0.5315756,0.3880597,0,0.0069491905,0,17.85254,22,0.6074219
442,1.4521484,0.5315756,0.38557214,0,0.0069491905,0,17.847656,22,0.6074219
443,1.4550781,0.53098494,0.3846154,0,0.0069491905,0,17.805664,22,0.6064453
444,1.4677734,0.5302929,0.38308457,0,0.0069491905,0,17.801758,22,0.6074219
445,1.4794922,0.52877057,0.38059703,0,0.0069491905,0,17.836914,22,0.6074219
446,1.4853516,0.5278097,0.37965262,0,0.0069491905,0,17.830078,22,0.6064453
447,1.4882813,0.5262296,0.37468982,0,0.0069491905,0,17.80371,22,0.6064453
448,1.5029297,0.5245902,0.37220845,0,0.0069491905,0,17.8125,22,0.6064453
449,1.5087891,0.52512723,0.37128714,0,0.0069491905,0,17.828125,22,0.60546875
450,1.5224609,0.52563196,0.3728395,0,0.0069491905,0,17.832031,22,0.6044922
451,1.5292969,0.5263958,0.37592137,0,0.0069491905,0,17.865234,22,0.60253906
452,1.5322266,0.5261109,0.3783784,0,0.0069491905,0,17.81543,22,0.60253906
453,1.5341797,0.5256295,0.3768473,0,0.0069491905,0,17.827148,22,0.6035156
454,1.5371094,0.52616006,0.3783784,0,0.0069491905,0,17.796875,22,0.60253906
455,1.5400391,0.5246509,0.3765281,0,0.0069491905,0,17.833984,22,0.60058594
456,1.5498047,0.524533,0.3765281,0,0.0069491905,0,17.850586,22,0.60058594
457,1.5478516,0.524533,0.3765281,0,0.0069491905,0,17.845703,22,0.60058594
458,1.5488281,0.52396953,0.37560976,0,0.0069491905,0,17.831055,22,0.5996094
459,1.5517578,0.52230084,0.36919317,0,0.0069491905,0,17.8125,22,0.60058594
460,1.5566406,0.52189875,0.36764705,0,0.0069491905,0,17.838867,22,0.6015625
461,1.5576172,0.52189875,0.36519608,0,0.0069491905,0,17.853516,22,0.6015625
462,1.5644531,0.5213591,0.36363637,0,0.0069491905,0,17.84082,22,0.60253906
463,1.5771484,0.52032095,0.3627451,0,0.0069491905,0,17.84082,22,0.6015625
464,1.5830078,0.5185687,0.3627451,0,0.0069491905,0,17.827148,22,0.6015625
465,1.5849609,0.5185687,0.3602941,0,0.0069491905,0,17.791016,22,0.6015625
466,1.5878906,0.5189477,0.3618582,0,0.0069491905,0,17.791016,22,0.60058594
467,1.5869141,0.51854026,0.36430317,0,0.0069491905,0,17.764648,22,0.60058594
468,1.5888672,0.51744485,0.36430317,0,0.0069491905,0,17.80664,22,0.60058594
469,1.5966797,0.5174453,0.3649635,0,0.0069491905,0,17.824219,22,0.5986328
470,1.6015625,0.51690185,0.36407766,0,0.0069491905,0,17.829102,22,0.59765625
471,1.6074219,0.51686084,0.36407766,0,0.0069491905,0,17.813477,22,0.59765625
472,1.6162109,0.5148543,0.3649635,0,0.0069491905,0,17.814453,22,0.5986328
473,1.6171875,0.5154045,0.36650485,0,0.0069491905,0,17.828125,22,0.59765625
474,1.6210938,0.5148543,0.3649635,0,0.0069491905,0,17.871094,22,0.5986328
475,1.6230469,0.5153406,0.36650485,0,0.0069491905,0,17.88379,22,0.59765625
476,1.6298828,0.5148036,0.36561742,0,0.0069491905,0,17.88086,22,0.5966797
477,1.6318359,0.5142691,0.36231884,0,0.0069491905,0,17.887695,22,0.5957031
478,1.6376953,0.5142691,0.36231884,0,0.0069491905,0,17.882813,22,0.5957031
479,1.6474609,0.513371,0.36144578,0,0.0069491905,0,17.870117,22,0.59472656
480,1.6533203,0.51247716,0.35817307,0,0.0069491905,0,17.87207,22,0.59375
481,1.6523438,0.5119252,0.3566265,0,0.0069491905,0,17.893555,22,0.59472656
482,1.6513672,0.5119252,0.3566265,0,0.0069491905,0,17.91211,22,0.59472656
483,1.6630859,0.51052016,0.35421687,0,0.0069491905,0,17.904297,22,0.59472656
484,1.6748047,0.51049536,0.3533654,0,0.0069491905,0,17.957031,22,0.59375
485,1.6757813,0.51049536,0.3533654,0,0.0069491905,0,17.97754,22,0.59375
486,1.6748047,0.5113844,0.35421687,0,0.0069491905,0,17.958008,22,0.59472656
487,1.6826172,0.51049536,0.35096154,0,0.0069491905,0,17.967773,22,0.59375
488,1.6748047,0.5095057,0.35011992,0,0.0069491905,0,17.995117,22,0.59277344
489,1.6757813,0.50858253,0.34615386,0,0.0069491905,0,17.993164,22,0.59375
490,1.6777344,0.5085625,0.34532374,0,0.0069491905,0,17.984375,22,0.59277344
491,1.6757813,0.5085625,0.34532374,0,0.0069491905,0,17.993164,22,0.59277344
492,1.6835938,0.50668824,0.34292567,0,0.0069491905,0,18.00586,22,0.59277344
493,1.6943359,0.5059,0.34210527,0,0.0069491905,0,17.99707,22,0.5917969
494,1.7041016,0.5043092,0.34128878,0,0.0069491905,0,18.016602,22,0.5908203
495,1.7080078,0.5040073,0.34204274,0,0.0069491905,0,18.006836,22,0.5888672
496,1.7138672,0.5028294,0.34123224,0,0.0069491905,0,18.047852,22,0.5878906
497,1.7167969,0.5028294,0.34123224,0,0.0069491905,0,18.076172,22,0.5878906
498,1.71875,0.5033565,0.3427896,0,0.0069491905,0,18.085938,22,0.58691406
499,1.7246094,0.5039183,0.3443396,0,0.0069491905,0,18.109375,22,0.5859375
500,1.7275391,0.5039087,0.34507042,0,0.0069491905,0,18.123047,22,0.5839844
501,1.7324219,0.5029576,0.3442623,0,0.0069491905,0,18.106445,22,0.5830078
502,1.7382813,0.50127,0.34192038,0,0.0069491905,0,18.09961,22,0.5830078
503,1.7519531,0.5009915,0.34265736,0,0.0069491905,0,18.118164,22,0.5810547
504,1.7587891,0.5005091,0.34186047,0,0.0069491905,0,18.124023,22,0.5800781
505,1.765625,0.49962425,0.34032634,0,0.0069491905,0,18.11621,22,0.5810547
506,1.7666016,0.50018686,0.33953488,0,0.0069491905,0,18.125977,22,0.5800781
507,1.7792969,0.5007082,0.3387471,0,0.0069491905,0,18.11914,22,0.57910156
508,1.7949219,0.50014824,0.3387471,0,0.0069491905,0,18.125,22,0.57910156
509,1.8017578,0.50014824,0.3387471,0,0.0069491905,0,18.157227,22,0.57910156
510,1.8027344,0.49910876,0.3364269,0,0.0069491905,0,18.16211,22,0.57910156
511,1.8046875,0.49854496,0.33488372,0,0.0069491905,0,18.157227,22,0.5800781
512,1.8144531,0.49717748,0.33255813,0,0.0069491905,0,18.152344,22,0.5800781
513,1.8242188,0.49774447,0.33410674,0,0.0069491905,0,18.170898,22,0.57910156
514,1.8300781,0.49743104,0.3364269,0,0.0069491905,0,18.168945,22,0.57910156
515,1.8320313,0.49799612,0.33796296,0,0.0069491905,0,18.15332,22,0.578125
516,1.8310547,0.4978274,0.33718246,0,0.0069491905,0,18.128906,22,0.57714844
517,1.8398438,0.49774057,0.33793104,0,0.0069491905,0,18.105469,22,0.5751953
518,1.8388672,0.4982499,0.33944955,0,0.0069491905,0,18.086914,22,0.57421875
519,1.8408203,0.49688253,0.33715597,0,0.0069491905,0,18.069336,22,0.57421875
520,1.8427734,0.4964172,0.33638445,0,0.0069491905,0,18.12207,22,0.5732422
521,1.8505859,0.49595398,0.33561644,0,0.0069491905,0,18.09082,22,0.5722656
522,1.8603516,0.49495012,0.33105022,0,0.0069491905,0,18.089844,22,0.5722656
523,1.8681641,0.4944106,0.33029613,0,0.0069491905,0,18.077148,22,0.57128906
524,1.8671875,0.493896,0.32648402,0,0.0069491905,0,18.106445,22,0.5722656
525,1.8730469,0.49379608,0.32648402,0,0.0069491905,0,18.100586,22,0.5722656
526,1.8798828,0.49162692,0.32346243,0,0.0069491905,0,18.143555,22,0.57128906
527,1.8847656,0.49162692,0.32346243,0,0.0069491905,0,18.146484,22,0.57128906
528,1.8964844,0.49014467,0.32118452,0,0.0069491905,0,18.19336,22,0.57128906
529,1.8974609,0.49014467,0.3166287,0,0.0069491905,0,18.16211,22,0.57128906
530,1.90625,0.48996884,0.3189066,0,0.0069491905,0,18.157227,22,0.57128906
531,1.9199219,0.48952237,0.3181818,0,0.0069491905,0,18.17871,22,0.5703125
532,1.9287109,0.48827693,0.3159091,0,0.0069491905,0,18.1875,22,0.5703125
533,1.9335938,0.48832917,0.3167421,0,0.0069491905,0,18.175781,22,0.5683594
534,1.9365234,0.48753068,0.31602708,0,0.0069491905,0,18.151367,22,0.5673828
535,1.9375,0.4863787,0.31292516,0,0.0069491905,0,18.121094,22,0.56933594
536,1.9433594,0.4863787,0.31292516,0,0.0069491905,0,18.146484,22,0.56933594
537,1.9580078,0.4875307,0.31602708,0,0.0069491905,0,18.13379,22,0.5673828
538,1.9580078,0.48695597,0.30995476,0,0.0069491905,0,18.129883,22,0.5683594
539,1.9609375,0.48581415,0.3068182,0,0.0069491905,0,18.15332,22,0.5703125
540,1.9746094,0.48511437,0.30612245,0,0.0069491905,0,18.175781,22,0.56933594
541,1.9755859,0.48476976,0.30612245,0,0.0069491905,0,18.183594,22,0.56933594
542,1.9804688,0.48399323,0.30316743,0,0.0069491905,0,18.195313,22,0.5683594
543,1.9892578,0.4832202,0.30248308,0,0.0069491905,0,18.217773,22,0.5673828
544,2.0058594,0.48176706,0.30022573,0,0.0069491905,0,18.25293,22,0.5673828
545,2.0058594,0.48117933,0.2963801,0,0.0069491905,0,18.274414,22,0.5683594
546,2.0205078,0.48016572,0.29185522,0,0.0069491905,0,18.242188,22,0.5683594
547,2.0273438,0.48016572,0.28959277,0,0.0069491905,0,18.235352,22,0.5683594
548,2.040039,0.479573,0.29024944,0,0.0069491905,0,18.251953,22,0.56933594
549,2.0488281,0.47880822,0.28959277,0,0.0069491905,0,18.235352,22,0.5683594
550,2.0517578,0.4780469,0.28893906,0,0.0069491905,0,18.225586,22,0.5673828
551,2.0625,0.47659373,0.28893906,0,0.0069491905,0,18.225586,22,0.5673828
552,2.0683594,0.47498956,0.28764045,0,0.0069491905,0,18.251953,22,0.5654297
553,2.0703125,0.47438923,0.2882883,0,0.0069491905,0,18.263672,22,0.56640625
554,2.078125,0.47392377,0.2882883,0,0.0069491905,0,18.314453,22,0.56640625
555,2.0839844,0.4738874,0.2882883,0,0.0069491905,0,18.292969,22,0.56640625
556,2.0859375,0.4747035,0.28959277,0,0.0069491905,0,18.265625,22,0.5683594
557,2.0898438,0.4742945,0.28893906,0,0.0069491905,0,18.24707,22,0.5673828
558,2.0996094,0.474214,0.28893906,0,0.0069491905,0,18.211914,22,0.5673828
559,2.0986328,0.4733662,0.2882883,0,0.0069491905,0,18.237305,22,0.56640625
560,2.1035156,0.47235715,0.2882883,0,0.0069491905,0,18.248047,22,0.56640625
561,2.109375,0.47286373,0.28988764,0,0.0069491905,0,18.22754,22,0.5654297
562,2.1210938,0.4722205,0.29054055,0,0.0069491905,0,18.277344,22,0.56640625
563,2.1298828,0.4711018,0.2882883,0,0.0069491905,0,18.286133,22,0.56640625
564,2.1367188,0.4708398,0.2882883,0,0.0069491905,0,18.282227,22,0.56640625
565,2.1464844,0.4708398,0.2882883,0,0.0069491905,0,18.29004,22,0.56640625
566,2.147461,0.4708398,0.2882883,0,0.0069491905,0,18.283203,22,0.56640625
567,2.149414,0.46954006,0.28603604,0,0.0069491905,0,18.292969,22,0.56640625
568,2.1591797,0.46829,0.28764045,0,0.0069491905,0,18.304688,22,0.5654297
569,2.1640625,0.4674567,0.28539327,0,0.0069491905,0,18.325195,22,0.5654297
570,2.1777344,0.46807125,0.28699553,0,0.0069491905,0,18.32129,22,0.5644531
571,2.1845703,0.46734706,0.28699553,0,0.0069491905,0,18.317383,22,0.5644531
572,2.1865234,0.46673086,0.28764045,0,0.0069491905,0,18.331055,22,0.5654297
573,2.1914063,0.46611193,0.28603604,0,0.0069491905,0,18.395508,22,0.56640625
574,2.2109375,0.4643054,0.28539327,0,0.0069491905,0,18.410156,22,0.5654297
575,2.2207031,0.46286127,0.28411633,0,0.0069491905,0,18.416016,22,0.56347656
576,2.2216797,0.4627663,0.28507796,0,0.0069491905,0,18.47754,22,0.56152344
577,2.2246094,0.4627663,0.28507796,0,0.0069491905,0,18.43164,22,0.56152344
578,2.2236328,0.46338582,0.28444445,0,0.0069491905,0,18.448242,22,0.5605469
579,2.2324219,0.46229228,0.2822222,0,0.0069491905,0,18.438477,22,0.5605469
580,2.2382813,0.46167034,0.28285077,0,0.0069491905,0,18.490234,22,0.56152344
581,2.241211,0.45994037,0.27901787,0,0.0069491905,0,18.470703,22,0.5625
582,2.2421875,0.45923123,0.27839643,0,0.0069491905,0,18.466797,22,0.56152344
583,2.2548828,0.45923123,0.27839643,0,0.0069491905,0,18.43164,22,0.56152344
584,2.258789,0.45923123,0.27839643,0,0.0069491905,0,18.41504,22,0.56152344
585,2.2578125,0.4583309,0.27616927,0,0.0069491905,0,18.41504,22,0.56152344
586,2.258789,0.4583309,0.27616927,0,0.0069491905,0,18.375,22,0.56152344
587,2.2529297,0.4583309,0.27616927,0,0.0069491905,0,18.370117,22,0.56152344
588,2.2558594,0.45769873,0.2767857,0,0.0069491905,0,18.362305,22,0.5625
589,2.256836,0.458066,0.27740493,0,0.0069491905,0,18.357422,22,0.56347656
590,2.2626953,0.45851275,0.27901787,0,0.0069491905,0,18.385742,22,0.5625
591,2.2695313,0.45653728,0.27964205,0,0.0069491905,0,18.402344,22,0.56347656
592,2.2753906,0.45589823,0.2780269,0,0.0069491905,0,18.40332,22,0.5644531
593,2.2783203,0.4552563,0.2764045,0,0.0069491905,0,18.416016,22,0.5654297
594,2.2851563,0.45578456,0.2780269,0,0.0069491905,0,18.38379,22,0.5644531
595,2.290039,0.4560602,0.27901787,0,0.0069491905,0,18.373047,22,0.5625
596,2.3017578,0.45444557,0.2767857,0,0.0069491905,0,18.404297,22,0.5625
597,2.3066406,0.45380333,0.2751678,0,0.0069491905,0,18.399414,22,0.56347656
598,2.3046875,0.4534633,0.2751678,0,0.0069491905,0,18.392578,22,0.56347656
599,2.3125,0.45341018,0.27616927,0,0.0069491905,0,18.353516,22,0.56152344
600,2.321289,0.45307168,0.27616927,0,0.0069491905,0,18.333984,22,0.56152344
601,2.3251953,0.45242777,0.2700893,0,0.0069491905,0,18.357422,22,0.5625
602,2.3291016,0.4523046,0.2700893,0,0.0069491905,0,18.355469,22,0.5625
603,2.3398438,0.45263356,0.27171493,0,0.0069491905,0,18.317383,22,0.56152344
604,2.3535156,0.45266348,0.27272728,0,0.0069491905,0,18.320313,22,0.5595703
605,2.3583984,0.45266,0.27272728,0,0.0069491905,0,18.299805,22,0.5595703
606,2.3574219,0.45312187,0.27333334,0,0.0069491905,0,18.295898,22,0.5605469
607,2.3710938,0.45159787,0.2688889,0,0.0069491905,0,18.336914,22,0.5605469
