%  label: Fitness-sharing, 17/03/23 00-10-39
%  population_size: 2048
%  mutation_rate: 0.45
%  max_generations: 800000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0
%  cuck_rate: 0.15
%  threads: 8
%  num_demes: 4
%  migration: 0.1
%  use_viscosity: true
%  outregs: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd

ITERATION,AVG-GEN,AVG-FIT,AVG-ABFIT,AVG-CRASH,BEST-GEN,BEST-FIT,BEST-ABFIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,UNSEEN
1052,1.765625,0.29872012,0.29872012,0.101895735,0,0.060332414,0.060332414,0,15.504395,5,0.5878906
1053,1.7680664,0.29872012,0.29872012,0.101895735,0,0.060332414,0.060332414,0,15.503418,5,0.5878906
1054,1.7680664,0.29885283,0.29885283,0.101895735,0,0.060332414,0.060332414,0,15.507324,5,0.5878906
1055,1.7709961,0.29828846,0.29828846,0.102016605,0,0.060332414,0.060332414,0,15.510254,5,0.5883789
1056,1.7749023,0.29806024,0.29806024,0.101895735,0,0.060332414,0.060332414,0,15.513184,5,0.5878906
1057,1.7734375,0.29806024,0.29806024,0.101895735,0,0.060332414,0.060332414,0,15.521973,5,0.5878906
1058,1.7768555,0.29810503,0.29810503,0.101895735,0,0.060332414,0.060332414,0,15.525391,5,0.5878906
1059,1.7773438,0.29810503,0.29810503,0.101895735,0,0.060332414,0.060332414,0,15.518555,5,0.5878906
1060,1.777832,0.29820052,0.29820052,0.102016605,0,0.060332414,0.060332414,0,15.548828,5,0.5883789
1061,1.7797852,0.29803196,0.29803196,0.10213777,0,0.060332414,0.060332414,0,15.543945,5,0.5888672
1062,1.7822266,0.2978182,0.2978182,0.102016605,0,0.060332414,0.060332414,0,15.546875,5,0.5883789
1063,1.7822266,0.2977232,0.2977232,0.101895735,0,0.060332414,0.060332414,0,15.533203,5,0.5878906
1064,1.7851563,0.29714367,0.29714367,0.10177515,0,0.060332414,0.060332414,0,15.532227,5,0.58740234
1065,1.784668,0.29684043,0.29684043,0.100472815,0,0.060332414,0.060332414,0,15.533203,5,0.58691406
1066,1.7885742,0.2966606,0.2966606,0.100354195,0,0.060332414,0.060332414,0,15.535156,5,0.5864258
1067,1.7875977,0.29718563,0.29718563,0.1014151,0,0.060332414,0.060332414,0,15.533691,5,0.5859375
1068,1.7900391,0.29650572,0.29650572,0.10153483,0,0.060332414,0.060332414,0,15.513672,5,0.5864258
1069,1.793457,0.29650572,0.29650572,0.10153483,0,0.060332414,0.060332414,0,15.511719,5,0.5864258
1070,1.7958984,0.29632288,0.29632288,0.1014151,0,0.060332414,0.060332414,0,15.505371,5,0.5859375
1071,1.796875,0.29614288,0.29614288,0.10129564,0,0.060332414,0.060332414,0,15.491211,5,0.5854492
1072,1.7973633,0.29626793,0.29626793,0.1014151,0,0.060332414,0.060332414,0,15.496094,5,0.5859375
1073,1.8007813,0.29615504,0.29615504,0.10129564,0,0.060332414,0.060332414,0,15.498535,5,0.5854492
1074,1.8012695,0.29615504,0.29615504,0.10129564,0,0.060332414,0.060332414,0,15.504883,5,0.5854492
1075,1.8051758,0.29615504,0.29615504,0.10129564,0,0.060332414,0.060332414,0,15.504883,5,0.5854492
1076,1.8012695,0.29615504,0.29615504,0.10129564,0,0.060332414,0.060332414,0,15.516113,5,0.5854492
1077,1.7998047,0.29607773,0.29607773,0.10153483,0,0.060332414,0.060332414,0,15.510254,5,0.5864258
1078,1.8007813,0.2959075,0.2959075,0.10165485,0,0.060332414,0.060332414,0,15.51709,5,0.58691406
1079,1.8037109,0.29586762,0.29586762,0.10177515,0,0.060332414,0.060332414,0,15.521973,5,0.58740234
1080,1.8022461,0.29633304,0.29633304,0.10177515,0,0.060332414,0.060332414,0,15.524414,5,0.58740234
1081,1.8012695,0.29624003,0.29624003,0.10165485,0,0.060332414,0.060332414,0,15.52832,5,0.58691406
1082,1.8027344,0.2961147,0.2961147,0.10153483,0,0.060332414,0.060332414,0,15.542969,5,0.5864258
1083,1.8046875,0.29523736,0.29523736,0.10023585,0,0.060332414,0.060332414,0,15.546875,5,0.5859375
1084,1.8081055,0.29505864,0.29505864,0.10011779,0,0.060332414,0.060332414,0,15.54834,5,0.5854492
1085,1.8134766,0.2945293,0.2945293,0.09893993,0,0.060332414,0.060332414,0,15.555664,5,0.5854492
1086,1.8144531,0.29417872,0.29417872,0.09893993,0,0.060332414,0.060332414,0,15.558594,5,0.5854492
1087,1.8149414,0.29400662,0.29400662,0.0990566,0,0.060332414,0.060332414,0,15.568848,5,0.5859375
1088,1.8173828,0.29367235,0.29367235,0.0990566,0,0.060332414,0.060332414,0,15.570801,5,0.5859375
1089,1.8164063,0.29323226,0.29323226,0.09787736,0,0.060332414,0.060332414,0,15.563965,5,0.5859375
1090,1.8198242,0.29323226,0.29323226,0.09787736,0,0.060332414,0.060332414,0,15.578125,5,0.5859375
1091,1.8222656,0.293148,0.293148,0.098108746,0,0.060332414,0.060332414,0,15.562012,5,0.58691406
1092,1.8256836,0.2929713,0.2929713,0.09799292,0,0.060332414,0.060332414,0,15.578125,5,0.5864258
1093,1.8300781,0.2924549,0.2924549,0.09681228,0,0.060332414,0.060332414,0,15.58252,5,0.5864258
1094,1.8334961,0.29262903,0.29262903,0.09669811,0,0.060332414,0.060332414,0,15.575684,5,0.5859375
1095,1.8334961,0.29227805,0.29227805,0.09669811,0,0.060332414,0.060332414,0,15.572266,5,0.5859375
1096,1.8325195,0.29227805,0.29227805,0.09669811,0,0.060332414,0.060332414,0,15.57666,5,0.5859375
1097,1.8320313,0.29225034,0.29225034,0.09669811,0,0.060332414,0.060332414,0,15.559082,5,0.5859375
1098,1.8310547,0.29225034,0.29225034,0.09669811,0,0.060332414,0.060332414,0,15.568848,5,0.5859375
1099,1.831543,0.29200462,0.29200462,0.095518865,0,0.060332414,0.060332414,0,15.581543,5,0.5859375
1100,1.8300781,0.29200462,0.29200462,0.095518865,0,0.060332414,0.060332414,0,15.60791,5,0.5859375
1101,1.8334961,0.29162636,0.29162636,0.095518865,0,0.060332414,0.060332414,0,15.615234,5,0.5859375
1102,1.8364258,0.29105833,0.29105833,0.094339624,0,0.060332414,0.060332414,0,15.617676,5,0.5859375
1103,1.8364258,0.29125226,0.29125226,0.09456265,0,0.060332414,0.060332414,0,15.605957,5,0.58691406
1104,1.8359375,0.29125226,0.29125226,0.09456265,0,0.060332414,0.060332414,0,15.611816,5,0.58691406
1105,1.8354492,0.29203567,0.29203567,0.095631644,0,0.060332414,0.060332414,0,15.597168,5,0.5864258
1106,1.8398438,0.29186046,0.29186046,0.095518865,0,0.060332414,0.060332414,0,15.61084,5,0.5859375
1107,1.8378906,0.29168573,0.29168573,0.09540636,0,0.060332414,0.060332414,0,15.604004,5,0.5854492
1108,1.8398438,0.29168573,0.29168573,0.09540636,0,0.060332414,0.060332414,0,15.614746,5,0.5854492
1109,1.8442383,0.2913362,0.2913362,0.095182136,0,0.060332414,0.060332414,0,15.618164,5,0.58447266
1110,1.8452148,0.29061285,0.29061285,0.09507042,0,0.060332414,0.060332414,0,15.626465,5,0.5839844
1111,1.8442383,0.2910781,0.2910781,0.096244134,0,0.060332414,0.060332414,0,15.616211,5,0.5839844
1112,1.8500977,0.29059985,0.29059985,0.0961313,0,0.060332414,0.060332414,0,15.610352,5,0.5834961
1113,1.8544922,0.2909868,0.2909868,0.09753232,0,0.060332414,0.060332414,0,15.61377,5,0.58447266
1114,1.8588867,0.2909868,0.2909868,0.09753232,0,0.060332414,0.060332414,0,15.597656,5,0.58447266
1115,1.8583984,0.29075295,0.29075295,0.09753232,0,0.060332414,0.060332414,0,15.593262,5,0.58447266
1116,1.862793,0.29085222,0.29085222,0.09753232,0,0.060332414,0.060332414,0,15.619141,5,0.58447266
1117,1.8637695,0.29102558,0.29102558,0.097647056,0,0.060332414,0.060332414,0,15.612793,5,0.58496094
1118,1.8632813,0.29093936,0.29093936,0.09753232,0,0.060332414,0.060332414,0,15.611816,5,0.58447266
1119,1.862793,0.2907651,0.2907651,0.09741784,0,0.060332414,0.060332414,0,15.601074,5,0.5839844
1120,1.8652344,0.29067808,0.29067808,0.09741784,0,0.060332414,0.060332414,0,15.596191,5,0.5839844
1121,1.8662109,0.29067808,0.29067808,0.09741784,0,0.060332414,0.060332414,0,15.603516,5,0.5839844
1122,1.8686523,0.29076388,0.29076388,0.09753232,0,0.060332414,0.060332414,0,15.599609,5,0.58447266
1123,1.8662109,0.29076388,0.29076388,0.09753232,0,0.060332414,0.060332414,0,15.579102,5,0.58447266
1124,1.8676758,0.29076388,0.29076388,0.09753232,0,0.060332414,0.060332414,0,15.571777,5,0.58447266
1125,1.8647461,0.2910235,0.2910235,0.09776207,0,0.060332414,0.060332414,0,15.5859375,5,0.5854492
1126,1.8681641,0.2911975,0.2911975,0.09787736,0,0.060332414,0.060332414,0,15.59082,5,0.5859375
1127,1.8730469,0.2910586,0.2910586,0.09799292,0,0.060332414,0.060332414,0,15.593262,5,0.5864258
1128,1.8779297,0.29102692,0.29102692,0.098108746,0,0.060332414,0.060332414,0,15.59375,5,0.58691406
1129,1.8818359,0.29115927,0.29115927,0.098108746,0,0.060332414,0.060332414,0,15.586426,5,0.58691406
1130,1.8828125,0.290811,0.290811,0.09787736,0,0.060332414,0.060332414,0,15.57666,5,0.5859375
1131,1.8847656,0.290811,0.290811,0.09787736,0,0.060332414,0.060332414,0,15.573242,5,0.5859375
1132,1.8876953,0.29063472,0.29063472,0.09799292,0,0.060332414,0.060332414,0,15.55957,5,0.5864258
1133,1.890625,0.29051614,0.29051614,0.09787736,0,0.060332414,0.060332414,0,15.584961,5,0.5859375
1134,1.8911133,0.29016903,0.29016903,0.097647056,0,0.060332414,0.060332414,0,15.5703125,5,0.58496094
1135,1.8950195,0.28951505,0.28951505,0.09669811,0,0.060332414,0.060332414,0,15.567383,5,0.5859375
1136,1.8959961,0.28969243,0.28969243,0.096584216,0,0.060332414,0.060332414,0,15.566895,5,0.5854492
1137,1.8984375,0.28969675,0.28969675,0.09647059,0,0.060332414,0.060332414,0,15.561035,5,0.58496094
1138,1.9018555,0.28935063,0.28935063,0.09635723,0,0.060332414,0.060332414,0,15.566895,5,0.58447266
1139,1.9023438,0.2892665,0.2892665,0.096244134,0,0.060332414,0.060332414,0,15.549805,5,0.5839844
1140,1.9047852,0.28880173,0.28880173,0.095182136,0,0.060332414,0.060332414,0,15.547852,5,0.58447266
1141,1.9072266,0.2886237,0.2886237,0.09529412,0,0.060332414,0.060332414,0,15.555176,5,0.58496094
1142,1.909668,0.28784615,0.28784615,0.09400705,0,0.060332414,0.060332414,0,15.573242,5,0.58447266
1143,1.9101563,0.28784496,0.28784496,0.09400705,0,0.060332414,0.060332414,0,15.57959,5,0.58447266
1144,1.9101563,0.28784496,0.28784496,0.09400705,0,0.060332414,0.060332414,0,15.586914,5,0.58447266
1145,1.9150391,0.28705275,0.28705275,0.09283196,0,0.060332414,0.060332414,0,15.601074,5,0.58447266
1146,1.9145508,0.2872324,0.2872324,0.092723005,0,0.060332414,0.060332414,0,15.600586,5,0.5839844
1147,1.9199219,0.28701165,0.28701165,0.09250586,0,0.060332414,0.060332414,0,15.584961,5,0.5830078
1148,1.9228516,0.28709182,0.28709182,0.0926143,0,0.060332414,0.060332414,0,15.588867,5,0.5834961
1149,1.9248047,0.286145,0.286145,0.09154929,0,0.060332414,0.060332414,0,15.604004,5,0.5839844
1150,1.921875,0.28603,0.28603,0.09165687,0,0.060332414,0.060332414,0,15.602051,5,0.58447266
1151,1.9257813,0.28603,0.28603,0.09165687,0,0.060332414,0.060332414,0,15.621094,5,0.58447266
1152,1.9296875,0.28586146,0.28586146,0.09154929,0,0.060332414,0.060332414,0,15.632324,5,0.5839844
1153,1.9326172,0.2863066,0.2863066,0.0926143,0,0.060332414,0.060332414,0,15.616211,5,0.5834961
1154,1.934082,0.2863066,0.2863066,0.0926143,0,0.060332414,0.060332414,0,15.611328,5,0.5834961
1155,1.9335938,0.2863066,0.2863066,0.0926143,0,0.060332414,0.060332414,0,15.605469,5,0.5834961
1156,1.9335938,0.2863066,0.2863066,0.0926143,0,0.060332414,0.060332414,0,15.609863,5,0.5834961
1157,1.9370117,0.28612605,0.28612605,0.092723005,0,0.060332414,0.060332414,0,15.6171875,5,0.5839844
1158,1.9384766,0.28595886,0.28595886,0.0926143,0,0.060332414,0.060332414,0,15.632324,5,0.5834961
1159,1.9414063,0.28569856,0.28569856,0.09239766,0,0.060332414,0.060332414,0,15.633789,5,0.58251953
1160,1.9433594,0.28566867,0.28566867,0.09218203,0,0.060332414,0.060332414,0,15.628418,5,0.58154297
1161,1.9453125,0.28558934,0.28558934,0.092074595,0,0.060332414,0.060332414,0,15.631348,5,0.5810547
1162,1.9467773,0.2852316,0.2852316,0.092074595,0,0.060332414,0.060332414,0,15.635742,5,0.5810547
1163,1.9477539,0.2852316,0.2852316,0.092074595,0,0.060332414,0.060332414,0,15.6171875,5,0.5810547
1164,1.9501953,0.28496128,0.28496128,0.09218203,0,0.060332414,0.060332414,0,15.603516,5,0.58154297
1165,1.9560547,0.2844415,0.2844415,0.092074595,0,0.060332414,0.060332414,0,15.609863,5,0.5810547
1166,1.9609375,0.28439742,0.28439742,0.092074595,0,0.060332414,0.060332414,0,15.6171875,5,0.5810547
1167,1.9648438,0.28411245,0.28411245,0.09218203,0,0.060332414,0.060332414,0,15.606445,5,0.58154297
1168,1.9663086,0.28398177,0.28398177,0.09218203,0,0.060332414,0.060332414,0,15.628418,5,0.58154297
1169,1.9667969,0.28416374,0.28416374,0.092074595,0,0.060332414,0.060332414,0,15.618652,5,0.5810547
1170,1.972168,0.28517747,0.28517747,0.093023255,0,0.060332414,0.060332414,0,15.62207,5,0.5800781
1171,1.9750977,0.28499708,0.28499708,0.09313155,0,0.060332414,0.060332414,0,15.614258,5,0.5805664
1172,1.9760742,0.28499708,0.28499708,0.09313155,0,0.060332414,0.060332414,0,15.614258,5,0.5805664
1173,1.9814453,0.28465173,0.28465173,0.09313155,0,0.060332414,0.060332414,0,15.615234,5,0.5805664
1174,1.9819336,0.28465173,0.28465173,0.09313155,0,0.060332414,0.060332414,0,15.615723,5,0.5805664
1175,1.9829102,0.28526565,0.28526565,0.094186045,0,0.060332414,0.060332414,0,15.61084,5,0.5800781
1176,1.9848633,0.2854455,0.2854455,0.094076656,0,0.060332414,0.060332414,0,15.621582,5,0.57958984
1177,1.9863281,0.28500068,0.28500068,0.092915215,0,0.060332414,0.060332414,0,15.642578,5,0.57958984
1178,1.9921875,0.28496906,0.28496906,0.092915215,0,0.060332414,0.060332414,0,15.641602,5,0.57958984
1179,1.9941406,0.28480494,0.28480494,0.09280743,0,0.060332414,0.060332414,0,15.634277,5,0.57910156
1180,1.9960938,0.2841919,0.2841919,0.09175377,0,0.060332414,0.060332414,0,15.624023,5,0.57958984
1181,1.9975586,0.2838474,0.2838474,0.09175377,0,0.060332414,0.060332414,0,15.631836,5,0.57958984
1182,2,0.2838474,0.2838474,0.09175377,0,0.060332414,0.060332414,0,15.625488,5,0.57958984
1183,2,0.28367543,0.28367543,0.091647334,0,0.060332414,0.060332414,0,15.6328125,5,0.57910156
1184,2.0043945,0.28366828,0.28366828,0.091860466,0,0.060332414,0.060332414,0,15.6484375,5,0.5800781
1185,2.005371,0.28523168,0.28523168,0.09396752,0,0.060332414,0.060332414,0,15.638672,5,0.57910156
1186,2.0048828,0.28523168,0.28523168,0.09396752,0,0.060332414,0.060332414,0,15.629395,5,0.57910156
1187,2.008789,0.28506747,0.28506747,0.09385863,0,0.060332414,0.060332414,0,15.625977,5,0.5786133
1188,2.0107422,0.2849036,0.2849036,0.09375,0,0.060332414,0.060332414,0,15.61377,5,0.578125
1189,2.015625,0.2848166,0.2848166,0.09375,0,0.060332414,0.060332414,0,15.64209,5,0.578125
1190,2.0146484,0.28489447,0.28489447,0.09385863,0,0.060332414,0.060332414,0,15.641602,5,0.5786133
1191,2.0141602,0.2850585,0.2850585,0.09396752,0,0.060332414,0.060332414,0,15.65332,5,0.57910156
1192,2.020996,0.28488764,0.28488764,0.09396752,0,0.060332414,0.060332414,0,15.658203,5,0.57910156
1193,2.0219727,0.28506756,0.28506756,0.09385863,0,0.060332414,0.060332414,0,15.661621,5,0.5786133
1194,2.024414,0.28525338,0.28525338,0.09364162,0,0.060332414,0.060332414,0,15.662598,5,0.5776367
1195,2.0263672,0.28492796,0.28492796,0.09237875,0,0.060332414,0.060332414,0,15.651367,5,0.57714844
1196,2.0268555,0.2843481,0.2843481,0.091224015,0,0.060332414,0.060332414,0,15.636719,5,0.57714844
1197,2.0288086,0.2841739,0.2841739,0.091224015,0,0.060332414,0.060332414,0,15.64502,5,0.57714844
1198,2.027832,0.28433654,0.28433654,0.09132948,0,0.060332414,0.060332414,0,15.643066,5,0.5776367
1199,2.03125,0.28451642,0.28451642,0.091224015,0,0.060332414,0.060332414,0,15.638672,5,0.57714844
1200,2.0322266,0.28414792,0.28414792,0.09101383,0,0.060332414,0.060332414,0,15.630371,5,0.5761719
1201,2.038086,0.28414142,0.28414142,0.0921659,0,0.060332414,0.060332414,0,15.647461,5,0.5761719
1202,2.0405273,0.2839796,0.2839796,0.092059836,0,0.060332414,0.060332414,0,15.649414,5,0.5756836
1203,2.0395508,0.28407586,0.28407586,0.0921659,0,0.060332414,0.060332414,0,15.654297,5,0.5761719
1204,2.0395508,0.28389588,0.28389588,0.0922722,0,0.060332414,0.060332414,0,15.665039,5,0.57666016
1205,2.040039,0.28389588,0.28389588,0.0922722,0,0.060332414,0.060332414,0,15.653809,5,0.57666016
1206,2.0429688,0.28334874,0.28334874,0.0921659,0,0.060332414,0.060332414,0,15.658691,5,0.5761719
1207,2.046875,0.28288823,0.28288823,0.092059836,0,0.060332414,0.060332414,0,15.673828,5,0.5756836
1208,2.0478516,0.28219932,0.28219932,0.0922722,0,0.060332414,0.060332414,0,15.674805,5,0.57666016
1209,2.0566406,0.28177977,0.28177977,0.09101383,0,0.060332414,0.060332414,0,15.694824,5,0.5761719
1210,2.057129,0.28159714,0.28159714,0.0911188,0,0.060332414,0.060332414,0,15.682617,5,0.57666016
1211,2.0605469,0.28105682,0.28105682,0.0911188,0,0.060332414,0.060332414,0,15.696289,5,0.57666016
1212,2.065918,0.2814687,0.2814687,0.092059836,0,0.060332414,0.060332414,0,15.694824,5,0.5756836
1213,2.0673828,0.28131008,0.28131008,0.09195402,0,0.060332414,0.060332414,0,15.694824,5,0.5751953
1214,2.0732422,0.28060666,0.28060666,0.09070034,0,0.060332414,0.060332414,0,15.699219,5,0.57470703
1215,2.0766602,0.2804233,0.2804233,0.0908046,0,0.060332414,0.060332414,0,15.699219,5,0.5751953
1216,2.0776367,0.28022265,0.28022265,0.09070034,0,0.060332414,0.060332414,0,15.703125,5,0.57470703
1217,2.0800781,0.27939534,0.27939534,0.089655176,0,0.060332414,0.060332414,0,15.689941,5,0.5751953
1218,2.081543,0.27957985,0.27957985,0.08955224,0,0.060332414,0.060332414,0,15.693359,5,0.57470703
1219,2.081543,0.27889284,0.27889284,0.088505745,0,0.060332414,0.060332414,0,15.70166,5,0.5751953
1220,2.083496,0.2788076,0.2788076,0.088505745,0,0.060332414,0.060332414,0,15.699707,5,0.5751953
1221,2.086914,0.27811977,0.27811977,0.08735632,0,0.060332414,0.060332414,0,15.70166,5,0.5751953
1222,2.0913086,0.27749386,0.27749386,0.08725603,0,0.060332414,0.060332414,0,15.701172,5,0.57470703
1223,2.0942383,0.27732244,0.27732244,0.08725603,0,0.060332414,0.060332414,0,15.712891,5,0.57470703
1224,2.0952148,0.27712554,0.27712554,0.08715596,0,0.060332414,0.060332414,0,15.725098,5,0.57421875
1225,2.09375,0.2770574,0.2770574,0.08705613,0,0.060332414,0.060332414,0,15.736328,5,0.57373047
1226,2.0966797,0.27689737,0.27689737,0.08715596,0,0.060332414,0.060332414,0,15.736816,5,0.57421875
1227,2.1015625,0.2767445,0.2767445,0.08705613,0,0.060332414,0.060332414,0,15.726074,5,0.57373047
1228,2.100586,0.27693143,0.27693143,0.08695652,0,0.060332414,0.060332414,0,15.713379,5,0.5732422
1229,2.1030273,0.277118,0.277118,0.08685714,0,0.060332414,0.060332414,0,15.717285,5,0.5727539
1230,2.1074219,0.2766268,0.2766268,0.08675799,0,0.060332414,0.060332414,0,15.71582,5,0.5722656
1231,2.1064453,0.2761579,0.2761579,0.08571429,0,0.060332414,0.060332414,0,15.704102,5,0.5727539
1232,2.1123047,0.27562344,0.27562344,0.08561644,0,0.060332414,0.060332414,0,15.724609,5,0.5722656
1233,2.1176758,0.27533042,0.27533042,0.085518815,0,0.060332414,0.060332414,0,15.724121,5,0.57177734
1234,2.121582,0.27530295,0.27530295,0.08561644,0,0.060332414,0.060332414,0,15.735352,5,0.5722656
1235,2.1210938,0.27496427,0.27496427,0.08561644,0,0.060332414,0.060332414,0,15.729492,5,0.5722656
1236,2.1245117,0.2750912,0.2750912,0.08581236,0,0.060332414,0.060332414,0,15.756836,5,0.5732422
1237,2.1264648,0.27483663,0.27483663,0.08581236,0,0.060332414,0.060332414,0,15.76709,5,0.5732422
1238,2.131836,0.27489656,0.27489656,0.085910656,0,0.060332414,0.060332414,0,15.760742,5,0.57373047
1239,2.1367188,0.2744789,0.2744789,0.086009175,0,0.060332414,0.060332414,0,15.75293,5,0.57421875
1240,2.1391602,0.27403328,0.27403328,0.086107925,0,0.060332414,0.060332414,0,15.7734375,5,0.57470703
1241,2.1396484,0.27388355,0.27388355,0.086009175,0,0.060332414,0.060332414,0,15.783691,5,0.57421875
1242,2.1401367,0.273404,0.273404,0.08495982,0,0.060332414,0.060332414,0,15.779785,5,0.57470703
1243,2.1430664,0.27331886,0.27331886,0.08495982,0,0.060332414,0.060332414,0,15.796387,5,0.57470703
1244,2.1489258,0.27317,0.27317,0.08486239,0,0.060332414,0.060332414,0,15.785156,5,0.57421875
1245,2.1499023,0.27317,0.27317,0.08486239,0,0.060332414,0.060332414,0,15.78125,5,0.57421875
1246,2.1547852,0.2730203,0.2730203,0.08476518,0,0.060332414,0.060332414,0,15.783203,5,0.57373047
1247,2.1557617,0.27248168,0.27248168,0.08476518,0,0.060332414,0.060332414,0,15.793457,5,0.57373047
1248,2.1552734,0.27248168,0.27248168,0.08476518,0,0.060332414,0.060332414,0,15.79248,5,0.57373047
1249,2.1538086,0.2722585,0.2722585,0.0836197,0,0.060332414,0.060332414,0,15.78418,5,0.57373047
1250,2.1586914,0.2721202,0.2721202,0.08342857,0,0.060332414,0.060332414,0,15.780762,5,0.5727539
1251,2.1601563,0.2721202,0.2721202,0.08342857,0,0.060332414,0.060332414,0,15.77832,5,0.5727539
1252,2.1606445,0.2722674,0.2722674,0.083524026,0,0.060332414,0.060332414,0,15.781738,5,0.5732422
1253,2.159668,0.27256277,0.27256277,0.083715595,0,0.060332414,0.060332414,0,15.78125,5,0.57421875
1254,2.163086,0.27256277,0.27256277,0.083715595,0,0.060332414,0.060332414,0,15.806152,5,0.57421875
1255,2.1621094,0.27285415,0.27285415,0.08495982,0,0.060332414,0.060332414,0,15.811035,5,0.57470703
1256,2.1655273,0.27270576,0.27270576,0.08486239,0,0.060332414,0.060332414,0,15.807129,5,0.57421875
1257,2.1679688,0.27255777,0.27255777,0.08476518,0,0.060332414,0.060332414,0,15.8046875,5,0.57373047
1258,2.1713867,0.27237648,0.27237648,0.08476518,0,0.060332414,0.060332414,0,15.821289,5,0.57373047
1259,2.175293,0.2718158,0.2718158,0.083715595,0,0.060332414,0.060332414,0,15.82666,5,0.57421875
1260,2.1801758,0.27156067,0.27156067,0.083715595,0,0.060332414,0.060332414,0,15.819824,5,0.57421875
1261,2.1816406,0.27138537,0.27138537,0.083715595,0,0.060332414,0.060332414,0,15.807617,5,0.57421875
1262,2.1826172,0.27123883,0.27123883,0.0836197,0,0.060332414,0.060332414,0,15.80957,5,0.57373047
1263,2.1831055,0.2713003,0.2713003,0.083715595,0,0.060332414,0.060332414,0,15.803711,5,0.57421875
1264,2.1860352,0.27125806,0.27125806,0.083715595,0,0.060332414,0.060332414,0,15.821289,5,0.57421875
1265,2.1923828,0.2711117,0.2711117,0.0836197,0,0.060332414,0.060332414,0,15.814941,5,0.57373047
1266,2.1914063,0.27105054,0.27105054,0.083524026,0,0.060332414,0.060332414,0,15.81543,5,0.5732422
1267,2.1933594,0.27090472,0.27090472,0.08342857,0,0.060332414,0.060332414,0,15.813477,5,0.5727539
1268,2.1967773,0.27105048,0.27105048,0.083524026,0,0.060332414,0.060332414,0,15.821289,5,0.5732422
1269,2.1972656,0.27124375,0.27124375,0.08342857,0,0.060332414,0.060332414,0,15.82666,5,0.5727539
1270,2.1972656,0.2714515,0.2714515,0.0836197,0,0.060332414,0.060332414,0,15.831543,5,0.57373047
1271,2.2026367,0.27115786,0.27115786,0.08342857,0,0.060332414,0.060332414,0,15.852051,5,0.5727539
1272,2.2050781,0.27115786,0.27115786,0.08342857,0,0.060332414,0.060332414,0,15.841797,5,0.5727539
1273,2.2060547,0.27115786,0.27115786,0.08342857,0,0.060332414,0.060332414,0,15.842773,5,0.5727539
1274,2.2104492,0.27067345,0.27067345,0.083333336,0,0.060332414,0.060332414,0,15.839355,5,0.5722656
1275,2.2158203,0.2705356,0.2705356,0.083333336,0,0.060332414,0.060332414,0,15.861328,5,0.5722656
1276,2.2158203,0.27060944,0.27060944,0.08342857,0,0.060332414,0.060332414,0,15.848633,5,0.5727539
1277,2.21875,0.27016822,0.27016822,0.083524026,0,0.060332414,0.060332414,0,15.854492,5,0.5732422
1278,2.224121,0.2702284,0.2702284,0.0836197,0,0.060332414,0.060332414,0,15.857422,5,0.57373047
1279,2.2216797,0.2702284,0.2702284,0.0836197,0,0.060332414,0.060332414,0,15.860352,5,0.57373047
1280,2.224121,0.2700563,0.2700563,0.0836197,0,0.060332414,0.060332414,0,15.868652,5,0.57373047
1281,2.2285156,0.26991677,0.26991677,0.08342857,0,0.060332414,0.060332414,0,15.878418,5,0.5727539
1282,2.2338867,0.26974893,0.26974893,0.083524026,0,0.060332414,0.060332414,0,15.918945,5,0.5732422
1283,2.2402344,0.26915434,0.26915434,0.08256881,0,0.060332414,0.060332414,0,15.925781,5,0.57421875
1284,2.239746,0.26906928,0.26906928,0.08256881,0,0.060332414,0.060332414,0,15.942871,5,0.57421875
1285,2.241211,0.2689243,0.2689243,0.082474224,0,0.060332414,0.060332414,0,15.934082,5,0.57373047
1286,2.2402344,0.26892313,0.26892313,0.082474224,0,0.060332414,0.060332414,0,15.934082,5,0.57373047
1287,2.243164,0.26845717,0.26845717,0.0815155,0,0.060332414,0.060332414,0,15.923828,5,0.57470703
1288,2.243164,0.26845717,0.26845717,0.0815155,0,0.060332414,0.060332414,0,15.929199,5,0.57470703
1289,2.2480469,0.26831388,0.26831388,0.081422016,0,0.060332414,0.060332414,0,15.929199,5,0.57421875
1290,2.2504883,0.26817086,0.26817086,0.08132875,0,0.060332414,0.060332414,0,15.908691,5,0.57373047
1291,2.2480469,0.26805416,0.26805416,0.08114286,0,0.060332414,0.060332414,0,15.921875,5,0.5727539
1292,2.2514648,0.26775125,0.26775125,0.081050225,0,0.060332414,0.060332414,0,15.934082,5,0.5722656
1293,2.2475586,0.26775125,0.26775125,0.081050225,0,0.060332414,0.060332414,0,15.942871,5,0.5722656
1294,2.253418,0.26760954,0.26760954,0.08095781,0,0.060332414,0.060332414,0,15.952637,5,0.57177734
1295,2.255371,0.26775238,0.26775238,0.081050225,0,0.060332414,0.060332414,0,15.944824,5,0.5722656
