%  label: Fitness-sharing, 17/03/23 00-10-39
%  population_size: 2048
%  mutation_rate: 0.45
%  max_generations: 800000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0
%  cuck_rate: 0.15
%  threads: 8
%  num_demes: 4
%  migration: 0.1
%  use_viscosity: true
%  outregs: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd

ITERATION,AVG-GEN,AVG-FIT,AVG-ABFIT,AVG-CRASH,BEST-GEN,BEST-FIT,BEST-ABFIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,UNSEEN
6383,19.365723,0.12533502,0.12533502,0.03469388,3,0.010445067,0.010445067,0,26.556152,7,0.5214844
6384,19.367676,0.1256559,0.1256559,0.03465851,3,0.010445067,0.010445067,0,26.56543,7,0.5209961
6385,19.370605,0.12600283,0.12600283,0.03465851,3,0.010445067,0.010445067,0,26.54248,7,0.5209961
6386,19.375977,0.12600283,0.12600283,0.03465851,3,0.010445067,0.010445067,0,26.544922,7,0.5209961
6387,19.381348,0.12604707,0.12604707,0.034729317,3,0.010445067,0.010445067,0,26.567383,7,0.52197266
6388,19.386719,0.12604576,0.12604576,0.034729317,3,0.010445067,0.010445067,0,26.567871,7,0.52197266
6389,19.385742,0.12601894,0.12601894,0.03469388,3,0.010445067,0.010445067,0,26.558594,7,0.5214844
6390,19.388184,0.12601894,0.12601894,0.03469388,3,0.010445067,0.010445067,0,26.536621,7,0.5214844
6391,19.390625,0.12601894,0.12601894,0.03469388,3,0.010445067,0.010445067,0,26.538086,7,0.5214844
6392,19.399414,0.12596792,0.12596792,0.03465851,3,0.010445067,0.010445067,0,26.559082,7,0.5209961
6393,19.399414,0.12597391,0.12597391,0.03465851,3,0.010445067,0.010445067,0,26.531738,7,0.5209961
6394,19.396973,0.12595321,0.12595321,0.034623217,3,0.010445067,0.010445067,0,26.521484,7,0.5205078
6395,19.399902,0.12590237,0.12590237,0.034587994,3,0.010445067,0.010445067,0,26.555176,7,0.52001953
6396,19.402344,0.12590237,0.12590237,0.034587994,3,0.010445067,0.010445067,0,26.558105,7,0.52001953
6397,19.411133,0.1258758,0.1258758,0.034552846,3,0.010445067,0.010445067,0,26.550781,7,0.51953125
6398,19.421875,0.12587716,0.12587716,0.034587994,3,0.010445067,0.010445067,0,26.549805,7,0.52001953
6399,19.424316,0.12590376,0.12590376,0.034623217,3,0.010445067,0.010445067,0,26.538086,7,0.5205078
6400,19.435059,0.12555319,0.12555319,0.03465851,3,0.010445067,0.010445067,0,26.529785,7,0.5209961
6401,19.434082,0.12587951,0.12587951,0.034623217,3,0.010445067,0.010445067,0,26.519531,7,0.5205078
6402,19.432129,0.12585759,0.12585759,0.034587994,3,0.010445067,0.010445067,0,26.496094,7,0.52001953
6403,19.436035,0.12551136,0.12551136,0.034587994,3,0.010445067,0.010445067,0,26.500977,7,0.52001953
6404,19.443848,0.1254852,0.1254852,0.034552846,3,0.010445067,0.010445067,0,26.519043,7,0.51953125
6405,19.444336,0.125461,0.125461,0.034552846,3,0.010445067,0.010445067,0,26.529785,7,0.51953125
6406,19.444336,0.125461,0.125461,0.034552846,3,0.010445067,0.010445067,0,26.5083,7,0.51953125
6407,19.447266,0.12540942,0.12540942,0.034517765,3,0.010445067,0.010445067,0,26.521484,7,0.51904297
6408,19.441895,0.1254355,0.1254355,0.034552846,3,0.010445067,0.010445067,0,26.524414,7,0.51953125
6409,19.442383,0.12546757,0.12546757,0.034587994,3,0.010445067,0.010445067,0,26.518555,7,0.52001953
6410,19.445313,0.12544611,0.12544611,0.034552846,3,0.010445067,0.010445067,0,26.518555,7,0.51953125
6411,19.452148,0.12544611,0.12544611,0.034552846,3,0.010445067,0.010445067,0,26.533691,7,0.51953125
6412,19.449219,0.12510024,0.12510024,0.034552846,3,0.010445067,0.010445067,0,26.53125,7,0.51953125
6413,19.456055,0.12507915,0.12507915,0.034517765,3,0.010445067,0.010445067,0,26.526367,7,0.51904297
6414,19.455078,0.12457651,0.12457651,0.033536587,3,0.010445067,0.010445067,0,26.530273,7,0.51953125
6415,19.461914,0.12455232,0.12455232,0.033536587,3,0.010445067,0.010445067,0,26.555664,7,0.51953125
6416,19.456543,0.12455232,0.12455232,0.033536587,3,0.010445067,0.010445067,0,26.557129,7,0.51953125
6417,19.46289,0.12507969,0.12507969,0.034552846,3,0.010445067,0.010445067,0,26.565918,7,0.51953125
6418,19.475586,0.12505399,0.12505399,0.034517765,3,0.010445067,0.010445067,0,26.567383,7,0.51904297
6419,19.481934,0.1250737,0.1250737,0.034552846,3,0.010445067,0.010445067,0,26.55957,7,0.51953125
6420,19.4917,0.12506774,0.12506774,0.034552846,3,0.010445067,0.010445067,0,26.524414,7,0.51953125
6421,19.5083,0.12506774,0.12506774,0.034552846,3,0.010445067,0.010445067,0,26.53711,7,0.51953125
6422,19.51709,0.12504354,0.12504354,0.034552846,3,0.010445067,0.010445067,0,26.518555,7,0.51953125
6423,19.527344,0.12506461,0.12506461,0.034587994,3,0.010445067,0.010445067,0,26.558105,7,0.52001953
6424,19.530762,0.12509036,0.12509036,0.034623217,3,0.010445067,0.010445067,0,26.537598,7,0.5205078
6425,19.530762,0.12511617,0.12511617,0.03465851,3,0.010445067,0.010445067,0,26.567871,7,0.5209961
6426,19.524414,0.1251115,0.1251115,0.03465851,3,0.010445067,0.010445067,0,26.56543,7,0.5209961
6427,19.532715,0.1251055,0.1251055,0.03465851,3,0.010445067,0.010445067,0,26.558105,7,0.5209961
6428,19.541504,0.1251473,0.1251473,0.03469388,3,0.010445067,0.010445067,0,26.589844,7,0.5214844
6429,19.546875,0.12517323,0.12517323,0.034729317,3,0.010445067,0.010445067,0,26.583008,7,0.52197266
6430,19.550293,0.1251992,0.1251992,0.034764826,3,0.010445067,0.010445067,0,26.600098,7,0.52246094
6431,19.560547,0.12517323,0.12517323,0.034729317,3,0.010445067,0.010445067,0,26.604004,7,0.52197266
6432,19.572754,0.12514424,0.12514424,0.034729317,3,0.010445067,0.010445067,0,26.620117,7,0.52197266
6433,19.56836,0.12514424,0.12514424,0.034729317,3,0.010445067,0.010445067,0,26.600586,7,0.52197266
6434,19.572754,0.12509717,0.12509717,0.03465851,3,0.010445067,0.010445067,0,26.579102,7,0.5209961
6435,19.575684,0.12507139,0.12507139,0.034623217,3,0.010445067,0.010445067,0,26.56836,7,0.5205078
6436,19.578125,0.12507139,0.12507139,0.034623217,3,0.010445067,0.010445067,0,26.52539,7,0.5205078
6437,19.584473,0.12504564,0.12504564,0.034587994,3,0.010445067,0.010445067,0,26.510742,7,0.52001953
6438,19.592773,0.12508652,0.12508652,0.03465851,3,0.010445067,0.010445067,0,26.516602,7,0.5209961
6439,19.59375,0.12508652,0.12508652,0.03465851,3,0.010445067,0.010445067,0,26.54541,7,0.5209961
6440,19.597656,0.12513664,0.12513664,0.03469388,3,0.010445067,0.010445067,0,26.563477,7,0.5214844
6441,19.599121,0.12580469,0.12580469,0.03465851,3,0.010445067,0.010445067,0,26.589355,7,0.5209961
6442,19.60254,0.12615162,0.12615162,0.03465851,3,0.010445067,0.010445067,0,26.557129,7,0.5209961
6443,19.60791,0.12568964,0.12568964,0.03367347,3,0.010445067,0.010445067,0,26.533203,7,0.5214844
6444,19.612305,0.12564151,0.12564151,0.033604886,3,0.010445067,0.010445067,0,26.532715,7,0.5205078
6445,19.623535,0.12561518,0.12561518,0.033570703,3,0.010445067,0.010445067,0,26.513672,7,0.52001953
6446,19.625977,0.12561518,0.12561518,0.033570703,3,0.010445067,0.010445067,0,26.500977,7,0.52001953
6447,19.632813,0.12558497,0.12558497,0.033570703,3,0.010445067,0.010445067,0,26.486328,7,0.52001953
6448,19.634766,0.12561128,0.12561128,0.033604886,3,0.010445067,0.010445067,0,26.469238,7,0.5205078
6449,19.629395,0.12558497,0.12558497,0.033570703,3,0.010445067,0.010445067,0,26.484863,7,0.52001953
6450,19.617676,0.12558497,0.12558497,0.033570703,3,0.010445067,0.010445067,0,26.464844,7,0.52001953
6451,19.625,0.12555875,0.12555875,0.033536587,3,0.010445067,0.010445067,0,26.463379,7,0.51953125
6452,19.617188,0.12553258,0.12553258,0.033502538,3,0.010445067,0.010445067,0,26.4458,7,0.51904297
6453,19.623047,0.12553258,0.12553258,0.033502538,3,0.010445067,0.010445067,0,26.456055,7,0.51904297
6454,19.624512,0.12555876,0.12555876,0.033536587,3,0.010445067,0.010445067,0,26.458496,7,0.51953125
6455,19.634766,0.12555876,0.12555876,0.033536587,3,0.010445067,0.010445067,0,26.455566,7,0.51953125
6456,19.625,0.12502328,0.12502328,0.03255341,3,0.010445067,0.010445067,0,26.45459,7,0.52001953
6457,19.61914,0.12502328,0.12502328,0.03255341,3,0.010445067,0.010445067,0,26.458496,7,0.52001953
6458,19.621582,0.12502328,0.12502328,0.03255341,3,0.010445067,0.010445067,0,26.46045,7,0.52001953
6459,19.625977,0.12504299,0.12504299,0.03258656,3,0.010445067,0.010445067,0,26.506836,7,0.5205078
6460,19.63623,0.1249871,0.1249871,0.03255341,3,0.010445067,0.010445067,0,26.511719,7,0.52001953
6461,19.632813,0.1249871,0.1249871,0.03255341,3,0.010445067,0.010445067,0,26.518066,7,0.52001953
6462,19.644531,0.12452481,0.12452481,0.031504065,3,0.010445067,0.010445067,0,26.47998,7,0.51953125
6463,19.648438,0.12452481,0.12452481,0.031504065,3,0.010445067,0.010445067,0,26.483887,7,0.51953125
6464,19.655762,0.12447551,0.12447551,0.03147208,3,0.010445067,0.010445067,0,26.513672,7,0.51904297
6465,19.65918,0.124444485,0.124444485,0.03144016,3,0.010445067,0.010445067,0,26.516602,7,0.5185547
6466,19.657227,0.124394536,0.124394536,0.03137652,3,0.010445067,0.010445067,0,26.523926,7,0.5175781
6467,19.65918,0.12436964,0.12436964,0.031344794,3,0.010445067,0.010445067,0,26.527832,7,0.51708984
6468,19.666016,0.12438859,0.12438859,0.03137652,3,0.010445067,0.010445067,0,26.54248,7,0.5175781
6469,19.67041,0.12433886,0.12433886,0.031313132,3,0.010445067,0.010445067,0,26.523926,7,0.51660156
6470,19.668945,0.12435908,0.12435908,0.031344794,3,0.010445067,0.010445067,0,26.523438,7,0.51708984
6471,19.669922,0.12435908,0.12435908,0.031344794,3,0.010445067,0.010445067,0,26.531738,7,0.51708984
6472,19.680176,0.12431094,0.12431094,0.031344794,3,0.010445067,0.010445067,0,26.562012,7,0.51708984
6473,19.690918,0.1248161,0.1248161,0.032388665,3,0.010445067,0.010445067,0,26.55664,7,0.5175781
6474,19.699707,0.124819405,0.124819405,0.032388665,3,0.010445067,0.010445067,0,26.572754,7,0.5175781
6475,19.6958,0.124840155,0.124840155,0.03242148,3,0.010445067,0.010445067,0,26.583496,7,0.5180664
6476,19.703125,0.124766596,0.124766596,0.032388665,3,0.010445067,0.010445067,0,26.58789,7,0.5175781
6477,19.702637,0.124766596,0.124766596,0.032388665,3,0.010445067,0.010445067,0,26.593262,7,0.5175781
6478,19.708984,0.124766596,0.124766596,0.032388665,3,0.010445067,0.010445067,0,26.645996,7,0.5175781
6479,19.717285,0.12481133,0.12481133,0.03245436,3,0.010445067,0.010445067,0,26.632324,7,0.5185547
6480,19.725098,0.12481133,0.12481133,0.03245436,3,0.010445067,0.010445067,0,26.615234,7,0.5185547
6481,19.730957,0.12478595,0.12478595,0.03242148,3,0.010445067,0.010445067,0,26.61084,7,0.5180664
6482,19.736816,0.12476064,0.12476064,0.032388665,3,0.010445067,0.010445067,0,26.619629,7,0.5175781
6483,19.743652,0.12480073,0.12480073,0.03245436,3,0.010445067,0.010445067,0,26.628906,7,0.5185547
6484,19.751953,0.12480073,0.12480073,0.03245436,3,0.010445067,0.010445067,0,26.639648,7,0.5185547
6485,19.75586,0.12482614,0.12482614,0.03248731,3,0.010445067,0.010445067,0,26.684082,7,0.51904297
6486,19.756836,0.12480198,0.12480198,0.03248731,3,0.010445067,0.010445067,0,26.675781,7,0.51904297
6487,19.759277,0.12480198,0.12480198,0.03248731,3,0.010445067,0.010445067,0,26.679688,7,0.51904297
6488,19.768555,0.12480794,0.12480794,0.03248731,3,0.010445067,0.010445067,0,26.699219,7,0.51904297
6489,19.770508,0.12476184,0.12476184,0.03242148,3,0.010445067,0.010445067,0,26.70166,7,0.5180664
6490,19.769043,0.12476184,0.12476184,0.03242148,3,0.010445067,0.010445067,0,26.71045,7,0.5180664
6491,19.768555,0.12478718,0.12478718,0.03245436,3,0.010445067,0.010445067,0,26.708496,7,0.5185547
6492,19.765625,0.12479315,0.12479315,0.03245436,3,0.010445067,0.010445067,0,26.719238,7,0.5185547
6493,19.763672,0.12484272,0.12484272,0.03248731,3,0.010445067,0.010445067,0,26.681152,7,0.51904297
6494,19.77246,0.12478718,0.12478718,0.03245436,3,0.010445067,0.010445067,0,26.688965,7,0.5185547
6495,19.782227,0.12471708,0.12471708,0.032388665,3,0.010445067,0.010445067,0,26.6958,7,0.5175781
6496,19.788574,0.12508716,0.12508716,0.03242148,3,0.010445067,0.010445067,0,26.699707,7,0.5180664
6497,19.791016,0.12543201,0.12543201,0.03242148,3,0.010445067,0.010445067,0,26.717285,7,0.5180664
6498,19.79004,0.1254534,0.1254534,0.03245436,3,0.010445067,0.010445067,0,26.71045,7,0.5185547
6499,19.78711,0.1254534,0.1254534,0.03245436,3,0.010445067,0.010445067,0,26.691406,7,0.5185547
6500,19.792969,0.1254534,0.1254534,0.03245436,3,0.010445067,0.010445067,0,26.667969,7,0.5185547
6501,19.805176,0.1254553,0.1254553,0.03248731,3,0.010445067,0.010445067,0,26.630371,7,0.51904297
6502,19.807129,0.12542924,0.12542924,0.03245436,3,0.010445067,0.010445067,0,26.637207,7,0.5185547
6503,19.8125,0.12544933,0.12544933,0.03248731,3,0.010445067,0.010445067,0,26.66504,7,0.51904297
6504,19.819336,0.12539916,0.12539916,0.03245436,3,0.010445067,0.010445067,0,26.666504,7,0.5185547
6505,19.814453,0.12586387,0.12586387,0.03245436,3,0.010445067,0.010445067,0,26.632324,7,0.5185547
6506,19.816895,0.12642497,0.12642497,0.03346856,3,0.010445067,0.010445067,0,26.606934,7,0.5185547
6507,19.824219,0.12645204,0.12645204,0.033502538,3,0.010445067,0.010445067,0,26.56836,7,0.51904297
6508,19.826172,0.12647916,0.12647916,0.033536587,3,0.010445067,0.010445067,0,26.556152,7,0.51953125
6509,19.813477,0.12650633,0.12650633,0.033570703,3,0.010445067,0.010445067,0,26.534668,7,0.52001953
6510,19.825195,0.12647612,0.12647612,0.033570703,3,0.010445067,0.010445067,0,26.550293,7,0.52001953
6511,19.82959,0.12637357,0.12637357,0.033502538,3,0.010445067,0.010445067,0,26.54004,7,0.51904297
6512,19.830566,0.12602805,0.12602805,0.033502538,3,0.010445067,0.010445067,0,26.535156,7,0.51904297
6513,19.836426,0.1267191,0.1267191,0.033502538,3,0.010445067,0.010445067,0,26.527344,7,0.51904297
6514,19.839355,0.12669177,0.12669177,0.03346856,3,0.010445067,0.010445067,0,26.533691,7,0.5185547
6515,19.856445,0.1266645,0.1266645,0.03343465,3,0.010445067,0.010445067,0,26.515625,7,0.5180664
6516,19.867188,0.12631916,0.12631916,0.03346856,3,0.010445067,0.010445067,0,26.541992,7,0.5185547
6517,19.876465,0.12597044,0.12597044,0.033502538,3,0.010445067,0.010445067,0,26.570313,7,0.51904297
6518,19.881348,0.12599707,0.12599707,0.033536587,3,0.010445067,0.010445067,0,26.5708,7,0.51953125
6519,19.879395,0.12591973,0.12591973,0.03346856,3,0.010445067,0.010445067,0,26.556152,7,0.5185547
6520,19.88086,0.12594627,0.12594627,0.033502538,3,0.010445067,0.010445067,0,26.578125,7,0.51904297
6521,19.894531,0.1269876,0.1269876,0.035532996,3,0.010445067,0.010445067,0,26.611328,7,0.51904297
6522,19.893555,0.12696001,0.12696001,0.035496958,3,0.010445067,0.010445067,0,26.606445,7,0.5185547
6523,19.902344,0.12693587,0.12693587,0.035496958,3,0.010445067,0.010445067,0,26.607422,7,0.5185547
6524,19.911621,0.12693927,0.12693927,0.035532996,3,0.010445067,0.010445067,0,26.607422,7,0.51904297
6525,19.919434,0.1269151,0.1269151,0.035532996,3,0.010445067,0.010445067,0,26.621582,7,0.51904297
6526,19.921875,0.12689094,0.12689094,0.035532996,3,0.010445067,0.010445067,0,26.6167,7,0.51904297
6527,19.927246,0.12686212,0.12686212,0.035532996,3,0.010445067,0.010445067,0,26.617188,7,0.51904297
6528,19.929688,0.1268406,0.1268406,0.035496958,3,0.010445067,0.010445067,0,26.601074,7,0.5185547
6529,19.922363,0.1268406,0.1268406,0.035496958,3,0.010445067,0.010445067,0,26.60791,7,0.5185547
6530,19.931152,0.12737754,0.12737754,0.036474165,3,0.010445067,0.010445067,0,26.60254,7,0.5180664
6531,19.94043,0.12739956,0.12739956,0.036511157,3,0.010445067,0.010445067,0,26.593262,7,0.5185547
6532,19.942871,0.12739956,0.12739956,0.036511157,3,0.010445067,0.010445067,0,26.588379,7,0.5185547
6533,19.950684,0.12738898,0.12738898,0.036511157,3,0.010445067,0.010445067,0,26.575195,7,0.5185547
6534,19.955566,0.12741105,0.12741105,0.036548223,3,0.010445067,0.010445067,0,26.557617,7,0.51904297
6535,19.961914,0.12732877,0.12732877,0.036511157,3,0.010445067,0.010445067,0,26.562988,7,0.5185547
6536,19.966309,0.12727673,0.12727673,0.036474165,3,0.010445067,0.010445067,0,26.594238,7,0.5180664
6537,19.963379,0.1273,0.1273,0.036511157,3,0.010445067,0.010445067,0,26.592773,7,0.5185547
6538,19.969238,0.12726745,0.12726745,0.036474165,3,0.010445067,0.010445067,0,26.62207,7,0.5180664
6539,19.970215,0.1273908,0.1273908,0.037525356,3,0.010445067,0.010445067,0,26.604492,7,0.5185547
6540,19.981934,0.12738484,0.12738484,0.037525356,3,0.010445067,0.010445067,0,26.618652,7,0.5185547
6541,19.982422,0.12738484,0.12738484,0.037525356,3,0.010445067,0.010445067,0,26.58496,7,0.5185547
6542,19.984863,0.12741289,0.12741289,0.03756345,3,0.010445067,0.010445067,0,26.576172,7,0.51904297
6543,19.988281,0.12738872,0.12738872,0.03756345,3,0.010445067,0.010445067,0,26.586426,7,0.51904297
6544,19.994629,0.12741677,0.12741677,0.037601627,3,0.010445067,0.010445067,0,26.585938,7,0.51953125
6545,20.010742,0.12810853,0.12810853,0.037601627,3,0.010445067,0.010445067,0,26.609375,7,0.51953125
6546,20.014648,0.12810853,0.12810853,0.037601627,3,0.010445067,0.010445067,0,26.60498,7,0.51953125
6547,20.018066,0.12839623,0.12839623,0.037525356,3,0.010445067,0.010445067,0,26.601563,7,0.5185547
6548,20.013184,0.12807976,0.12807976,0.03756345,3,0.010445067,0.010445067,0,26.59961,7,0.51904297
6549,20.02246,0.12805106,0.12805106,0.037525356,3,0.010445067,0.010445067,0,26.592773,7,0.5185547
6550,20.033203,0.12752108,0.12752108,0.036511157,3,0.010445067,0.010445067,0,26.586426,7,0.5185547
6551,20.041504,0.12749298,0.12749298,0.036474165,3,0.010445067,0.010445067,0,26.620117,7,0.5180664
6552,20.048828,0.12751645,0.12751645,0.036511157,3,0.010445067,0.010445067,0,26.65039,7,0.5185547
6553,20.046875,0.12753865,0.12753865,0.036548223,3,0.010445067,0.010445067,0,26.655762,7,0.51904297
6554,20.050781,0.1275105,0.1275105,0.036511157,3,0.010445067,0.010445067,0,26.668945,7,0.5185547
6555,20.058594,0.12714116,0.12714116,0.036511157,3,0.010445067,0.010445067,0,26.676758,7,0.5185547
6556,20.062988,0.12711701,0.12711701,0.036511157,3,0.010445067,0.010445067,0,26.692871,7,0.5185547
6557,20.062012,0.12701346,0.12701346,0.036437247,3,0.010445067,0.010445067,0,26.697754,7,0.5175781
6558,20.069824,0.12698592,0.12698592,0.036400404,3,0.010445067,0.010445067,0,26.711914,7,0.51708984
6559,20.072754,0.12693438,0.12693438,0.036363635,3,0.010445067,0.010445067,0,26.765625,7,0.51660156
6560,20.076172,0.1269788,0.1269788,0.036437247,3,0.010445067,0.010445067,0,26.762207,7,0.5175781
6561,20.083496,0.12763958,0.12763958,0.036400404,3,0.010445067,0.010445067,0,26.73584,7,0.51708984
6562,20.083984,0.12798369,0.12798369,0.036400404,3,0.010445067,0.010445067,0,26.75,7,0.51708984
6563,20.094238,0.12798369,0.12798369,0.036400404,3,0.010445067,0.010445067,0,26.756836,7,0.51708984
6564,20.095215,0.12796308,0.12796308,0.036437247,3,0.010445067,0.010445067,0,26.74707,7,0.5175781
6565,20.105469,0.12796308,0.12796308,0.036437247,3,0.010445067,0.010445067,0,26.75,7,0.5175781
6566,20.105957,0.12788208,0.12788208,0.036363635,3,0.010445067,0.010445067,0,26.746582,7,0.51660156
6567,20.104004,0.12782969,0.12782969,0.03632694,3,0.010445067,0.010445067,0,26.783691,7,0.5161133
6568,20.10254,0.12788206,0.12788206,0.036363635,3,0.010445067,0.010445067,0,26.78418,7,0.51660156
6569,20.100098,0.12856965,0.12856965,0.036363635,3,0.010445067,0.010445067,0,26.793457,7,0.51660156
6570,20.10254,0.12805662,0.12805662,0.03538928,3,0.010445067,0.010445067,0,26.798828,7,0.51708984
6571,20.105957,0.12805662,0.12805662,0.03538928,3,0.010445067,0.010445067,0,26.799316,7,0.51708984
6572,20.103516,0.12802805,0.12802805,0.035353534,3,0.010445067,0.010445067,0,26.813477,7,0.51660156
6573,20.108887,0.12834297,0.12834297,0.03531786,3,0.010445067,0.010445067,0,26.838379,7,0.5161133
6574,20.108887,0.12834297,0.12834297,0.03531786,3,0.010445067,0.010445067,0,26.832031,7,0.5161133
6575,20.11084,0.12834297,0.12834297,0.03531786,3,0.010445067,0.010445067,0,26.807617,7,0.5161133
6576,20.115723,0.12829019,0.12829019,0.035282258,3,0.010445067,0.010445067,0,26.82129,7,0.515625
6577,20.119629,0.12828557,0.12828557,0.035282258,3,0.010445067,0.010445067,0,26.844238,7,0.515625
6578,20.121094,0.12828557,0.12828557,0.035282258,3,0.010445067,0.010445067,0,26.847656,7,0.515625
6579,20.124512,0.12826158,0.12826158,0.035282258,3,0.010445067,0.010445067,0,26.86914,7,0.515625
6580,20.12793,0.12826158,0.12826158,0.035282258,3,0.010445067,0.010445067,0,26.864258,7,0.515625
6581,20.134766,0.12823758,0.12823758,0.035282258,3,0.010445067,0.010445067,0,26.855469,7,0.515625
6582,20.138672,0.12828913,0.12828913,0.035353534,3,0.010445067,0.010445067,0,26.88379,7,0.51660156
6583,20.143066,0.12828928,0.12828928,0.03538928,3,0.010445067,0.010445067,0,26.869629,7,0.51708984
6584,20.146973,0.12829538,0.12829538,0.0354251,3,0.010445067,0.010445067,0,26.888672,7,0.5175781
6585,20.148926,0.12939128,0.12939128,0.037411526,3,0.010445067,0.010445067,0,26.90039,7,0.51708984
6586,20.158203,0.12939128,0.12939128,0.037411526,3,0.010445067,0.010445067,0,26.901855,7,0.51708984
6587,20.15918,0.12939128,0.12939128,0.037411526,3,0.010445067,0.010445067,0,26.901855,7,0.51708984
6588,20.159668,0.12939128,0.12939128,0.037411526,3,0.010445067,0.010445067,0,26.894531,7,0.51708984
6589,20.15918,0.12886417,0.12886417,0.036400404,3,0.010445067,0.010445067,0,26.91748,7,0.51708984
6590,20.156738,0.12886417,0.12886417,0.036400404,3,0.010445067,0.010445067,0,26.922852,7,0.51708984
6591,20.158203,0.12878011,0.12878011,0.03632694,3,0.010445067,0.010445067,0,26.916992,7,0.5161133
6592,20.174316,0.12876527,0.12876527,0.036363635,3,0.010445067,0.010445067,0,26.976074,7,0.51660156
6593,20.17041,0.12910907,0.12910907,0.036363635,3,0.010445067,0.010445067,0,26.973633,7,0.51660156
6594,20.166992,0.12911367,0.12911367,0.036363635,3,0.010445067,0.010445067,0,26.952148,7,0.51660156
6595,20.17627,0.12911367,0.12911367,0.036363635,3,0.010445067,0.010445067,0,26.948242,7,0.51660156
6596,20.180664,0.12860326,0.12860326,0.0354251,3,0.010445067,0.010445067,0,26.945313,7,0.5175781
6597,20.184082,0.12862653,0.12862653,0.035460994,3,0.010445067,0.010445067,0,26.953613,7,0.5180664
6598,20.187988,0.12857322,0.12857322,0.0354251,3,0.010445067,0.010445067,0,26.97754,7,0.5175781
6599,20.193848,0.128491,0.128491,0.035353534,3,0.010445067,0.010445067,0,26.96875,7,0.51660156
6600,20.197266,0.12843798,0.12843798,0.03531786,3,0.010445067,0.010445067,0,26.9458,7,0.5161133
6601,20.198242,0.12912488,0.12912488,0.03531786,3,0.010445067,0.010445067,0,26.932129,7,0.5161133
6602,20.208496,0.12861618,0.12861618,0.034343433,3,0.010445067,0.010445067,0,26.925781,7,0.51660156
6603,20.214844,0.12861024,0.12861024,0.034343433,3,0.010445067,0.010445067,0,26.929688,7,0.51660156
6604,20.212402,0.12861024,0.12861024,0.034343433,3,0.010445067,0.010445067,0,26.9375,7,0.51660156
6605,20.228516,0.12800786,0.12800786,0.033333335,3,0.010445067,0.010445067,0,26.953613,7,0.51660156
6606,20.249023,0.1279637,0.1279637,0.033333335,3,0.010445067,0.010445067,0,26.958984,7,0.51660156
6607,20.251953,0.12793528,0.12793528,0.033299696,3,0.010445067,0.010445067,0,26.968262,7,0.5161133
6608,20.261719,0.12788288,0.12788288,0.03326613,3,0.010445067,0.010445067,0,26.976074,7,0.515625
6609,20.268066,0.12785456,0.12785456,0.03323263,3,0.010445067,0.010445067,0,27.011719,7,0.5151367
6610,20.271484,0.127825,0.127825,0.033199195,3,0.010445067,0.010445067,0,27.004883,7,0.51464844
6611,20.269043,0.1284131,0.1284131,0.034274194,3,0.010445067,0.010445067,0,26.979492,7,0.515625
6612,20.28418,0.12833038,0.12833038,0.03423968,3,0.010445067,0.010445067,0,26.995117,7,0.5151367
6613,20.287598,0.12823373,0.12823373,0.03420523,3,0.010445067,0.010445067,0,26.99707,7,0.51464844
6614,20.28955,0.12823373,0.12823373,0.03420523,3,0.010445067,0.010445067,0,26.997559,7,0.51464844
6615,20.294922,0.12815727,0.12815727,0.034170855,3,0.010445067,0.010445067,0,26.984863,7,0.51416016
6616,20.28955,0.12818123,0.12818123,0.03420523,3,0.010445067,0.010445067,0,26.974121,7,0.51464844
6617,20.294434,0.12863998,0.12863998,0.03517588,3,0.010445067,0.010445067,0,26.992188,7,0.51416016
6618,20.289063,0.12832662,0.12832662,0.03521127,3,0.010445067,0.010445067,0,27.004395,7,0.51464844
6619,20.291016,0.1282693,0.1282693,0.035140563,3,0.010445067,0.010445067,0,27.003906,7,0.5136719
6620,20.291992,0.12788005,0.12788005,0.035105314,3,0.010445067,0.010445067,0,27.010254,7,0.5131836
6621,20.29248,0.12788005,0.12788005,0.035105314,3,0.010445067,0.010445067,0,27.016113,7,0.5131836
6622,20.30127,0.12737429,0.12737429,0.034102306,3,0.010445067,0.010445067,0,27.007813,7,0.5131836
6623,20.310547,0.12729304,0.12729304,0.034068137,3,0.010445067,0.010445067,0,27.041016,7,0.5126953
6624,20.316895,0.12700197,0.12700197,0.034136545,3,0.010445067,0.010445067,0,27.029297,7,0.5136719
6625,20.326172,0.12697467,0.12697467,0.034102306,3,0.010445067,0.010445067,0,27.044434,7,0.5131836
6626,20.327148,0.12697467,0.12697467,0.034102306,3,0.010445067,0.010445067,0,27.033691,7,0.5131836
6627,20.341309,0.1269887,0.1269887,0.034170855,3,0.010445067,0.010445067,0,27.05371,7,0.51416016
6628,20.348145,0.12735847,0.12735847,0.03420523,3,0.010445067,0.010445067,0,27.042969,7,0.51464844
6629,20.344727,0.12735847,0.12735847,0.03420523,3,0.010445067,0.010445067,0,27.04541,7,0.51464844
