%  label: cazmud
%  ret_hooks: false
%  population_size: 2048
%  mutation_rate: 0.9
%  max_iterations: 800000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0.1
%  cuck_rate: 0.15
%  threads: 8
%  num_demes: 4
%  migration: 0.05
%  use_viscosity: false
%  outregs: [4, 5, 6]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd
%  fitness_sharing: false
%  fatal_crash: false

ITERATION,SEASON,AVG-GEN,AVG-FIT,AVG-ABFIT,MIN-FIT,MIN-ABFIT,CRASH,BEST-GEN,BEST-FIT,BEST-ABFIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,BEST-RUNTIME,UNSEEN,MEAN-DIF-C0,STD-DEV-C0,MEAN-DIF-C1,STD-DEV-C1,MEAN-DIF-C2,STD-DEV-C2
29624,57,0.24951172,0.4047029,0.40436062,0.37,0.37,0,0,0.37,0.37,0,7.176758,25,0.21949625,0.43408203,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29632,57,0.24853516,0.40470362,0.40432298,0.37,0.37,0,0,0.37,0.37,0,7.1713867,25,0.21949625,0.43603516,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29640,57,0.24560547,0.40483263,0.40446788,0.37,0.37,0,0,0.37,0.37,0,7.1782227,25,0.21949625,0.43554688,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29648,57,0.24414063,0.4049592,0.40457404,0.37,0.37,0,0,0.37,0.37,0,7.1835938,25,0.21949625,0.43701172,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29656,57,0.24658203,0.4048334,0.4045029,0.37,0.37,0,0,0.37,0.37,0,7.205078,25,0.21949625,0.43847656,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29664,57,0.24658203,0.4047922,0.40453893,0.37,0.37,0,0,0.37,0.37,0,7.2060547,25,0.21949625,0.43896484,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29672,57,0.24511719,0.40475008,0.404538,0.37,0.37,0,0,0.37,0.37,0,7.20459,25,0.21949625,0.44091797,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29680,57,0.2475586,0.40475008,0.40450087,0.37,0.37,0,0,0.37,0.37,0,7.211426,25,0.21949625,0.44335938,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29688,57,0.24609375,0.40475067,0.4044646,0.37,0.37,0,0,0.37,0.37,0,7.182617,25,0.21949625,0.44433594,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29696,57,0.24707031,0.4048764,0.40460762,0.37,0.37,0,0,0.37,0.37,0,7.1660156,25,0.21949625,0.44482422,0.48167503,0.000000059604645,0.49195132,0.000180529,0.18470651,0.20276299
29704,58,0.24951172,0.40551895,0.40457404,0.37,0.37,0,0,0.37,0.37,0,7.1606445,25,0.21949625,0.32666016,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29712,58,0.24707031,0.40551558,0.4046108,0.37,0.37,0,0,0.37,0.37,0,7.140625,25,0.21949625,0.32910156,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29720,58,0.24609375,0.40528354,0.40468174,0.37,0.37,0,0,0.37,0.37,0,7.1240234,25,0.21949625,0.33154297,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29728,58,0.24316406,0.40511426,0.40468043,0.37,0.37,0,0,0.37,0.37,0,7.1030273,25,0.21949625,0.33447266,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29736,58,0.24365234,0.40522537,0.40475217,0.37,0.37,0,0,0.37,0.37,0,7.1254883,25,0.21949625,0.33544922,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29744,58,0.24609375,0.40527734,0.40482393,0.37,0.37,0,0,0.37,0.37,0,7.1103516,25,0.21949625,0.33740234,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29752,58,0.25,0.40538394,0.40496558,0.37,0.37,0,0,0.37,0.37,0,7.118164,25,0.21949625,0.3383789,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29760,58,0.25439453,0.4055452,0.4050363,0.37,0.37,0,0,0.37,0.37,0,7.1225586,25,0.21949625,0.33935547,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29768,58,0.25390625,0.40543383,0.4050364,0.37,0.37,0,0,0.37,0.37,0,7.102539,25,0.21949625,0.34228516,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29776,58,0.2548828,0.40542728,0.4050719,0.37,0.37,0,0,0.37,0.37,0,7.133301,25,0.21949625,0.34521484,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29784,58,0.2524414,0.40547544,0.40500093,0.37,0.37,0,0,0.37,0.37,0,7.1171875,25,0.21949625,0.3466797,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29792,58,0.25,0.40531522,0.4049302,0.37,0.37,0,0,0.37,0.37,0,7.092285,25,0.21949625,0.3491211,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29800,58,0.25390625,0.4054172,0.40493006,0.37,0.37,0,0,0.37,0.37,0,7.0981445,25,0.21949625,0.3515625,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29808,58,0.2548828,0.40562493,0.4050719,0.37,0.37,0,0,0.37,0.37,0,7.1367188,25,0.21949625,0.35546875,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29816,58,0.2529297,0.40551803,0.40503645,0.37,0.37,0,0,0.37,0.37,0,7.1342773,25,0.21949625,0.3569336,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29824,58,0.25585938,0.40541235,0.4050364,0.37,0.37,0,0,0.37,0.37,0,7.1464844,25,0.21949625,0.359375,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29832,58,0.25341797,0.40546033,0.4050364,0.37,0.37,0,0,0.37,0.37,0,7.151367,25,0.21949625,0.36328125,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29840,58,0.25195313,0.40535736,0.4049299,0.37,0.37,0,0,0.37,0.37,0,7.1464844,25,0.21949625,0.3647461,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29848,58,0.24707031,0.4053533,0.40485892,0.37,0.37,0,0,0.37,0.37,0,7.175293,25,0.21949625,0.36767578,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29856,58,0.24804688,0.4052522,0.40485862,0.37,0.37,0,0,0.37,0.37,0,7.152832,25,0.21949625,0.3696289,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29864,58,0.24902344,0.40505126,0.40468237,0.37,0.37,0,0,0.37,0.37,0,7.152832,25,0.21949625,0.37158203,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29872,58,0.24902344,0.40514985,0.40482324,0.37,0.37,0,0,0.37,0.37,0,7.1362305,25,0.21949625,0.375,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29880,58,0.24609375,0.40495288,0.4047186,0.37,0.37,0,0,0.37,0.37,0,7.140625,25,0.21949625,0.375,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29888,58,0.2446289,0.40490472,0.40461236,0.37,0.37,0,0,0.37,0.37,0,7.147949,25,0.21949625,0.3774414,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29896,58,0.2421875,0.40471318,0.40457663,0.37,0.37,0,0,0.37,0.37,0,7.1469727,25,0.21949625,0.37939453,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29904,58,0.23925781,0.40456596,0.404538,0.37,0.37,0,0,0.37,0.37,0,7.133789,25,0.21949625,0.38330078,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29912,58,0.2397461,0.4046637,0.4046452,0.37,0.37,0,0,0.37,0.37,0,7.138672,25,0.21949625,0.3857422,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29920,58,0.23828125,0.40447494,0.4045029,0.37,0.37,0,0,0.37,0.37,0,7.161621,25,0.21949625,0.3876953,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29928,58,0.23632813,0.40443093,0.4045039,0.37,0.37,0,0,0.37,0.37,0,7.165039,25,0.21949625,0.38867188,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29936,58,0.23486328,0.40434116,0.40443406,0.37,0.37,0,0,0.37,0.37,0,7.164551,25,0.21949625,0.38916016,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29944,58,0.23730469,0.40453237,0.4045039,0.37,0.37,0,0,0.37,0.37,0,7.1538086,25,0.21949625,0.39257813,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29952,58,0.23876953,0.4046753,0.40453988,0.37,0.37,0,0,0.37,0.37,0,7.1601563,25,0.21949625,0.39257813,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29960,58,0.23876953,0.40449157,0.40443176,0.37,0.37,0,0,0.37,0.37,0,7.1660156,25,0.21949625,0.39501953,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29968,58,0.23828125,0.40435335,0.40432435,0.37,0.37,0,0,0.37,0.37,0,7.20166,25,0.21949625,0.39746094,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29976,58,0.2368164,0.40440044,0.404358,0.37,0.37,0,0,0.37,0.37,0,7.1914063,25,0.21949625,0.4013672,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29984,58,0.23486328,0.40435842,0.4043593,0.37,0.37,0,0,0.37,0.37,0,7.1850586,25,0.21949625,0.40185547,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
29992,58,0.2368164,0.40458864,0.4044657,0.37,0.37,0,0,0.37,0.37,0,7.1708984,25,0.21949625,0.40429688,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30000,58,0.23535156,0.40472662,0.40453613,0.37,0.37,0,0,0.37,0.37,0,7.147461,25,0.21949625,0.40722656,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30008,58,0.23388672,0.4048646,0.40460762,0.37,0.37,0,0,0.37,0.37,0,7.1689453,25,0.21949625,0.40966797,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30016,58,0.23486328,0.4046369,0.4044646,0.37,0.37,0,0,0.37,0.37,0,7.123047,25,0.21949625,0.41259766,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30024,58,0.23779297,0.4046837,0.40453613,0.37,0.37,0,0,0.37,0.37,0,7.130371,25,0.21949625,0.4140625,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30032,58,0.23730469,0.40455273,0.4043968,0.37,0.37,0,0,0.37,0.37,0,7.14209,25,0.21949625,0.41259766,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30040,58,0.23583984,0.40455613,0.4045049,0.37,0.37,0,0,0.37,0.37,0,7.1674805,25,0.21949625,0.41259766,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30048,58,0.23486328,0.40464517,0.4045749,0.37,0.37,0,0,0.37,0.37,0,7.1689453,25,0.21949625,0.41601563,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30056,58,0.234375,0.40464517,0.40461,0.37,0.37,0,0,0.37,0.37,0,7.1743164,25,0.21949625,0.4169922,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30064,58,0.23632813,0.4046461,0.40461,0.37,0.37,0,0,0.37,0.37,0,7.168457,25,0.21949625,0.41845703,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30072,58,0.23583984,0.40460515,0.40461,0.37,0.37,0,0,0.37,0.37,0,7.1572266,25,0.21949625,0.42089844,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30080,58,0.2368164,0.4044333,0.40439922,0.37,0.37,0,0,0.37,0.37,0,7.145996,25,0.21949625,0.41992188,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30088,58,0.23779297,0.4046531,0.40447003,0.37,0.37,0,0,0.37,0.37,0,7.164551,25,0.21949625,0.42089844,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30096,58,0.2368164,0.40474147,0.40447107,0.37,0.37,0,0,0.37,0.37,0,7.1621094,25,0.21949625,0.42041016,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30104,58,0.24023438,0.4046565,0.4044352,0.37,0.37,0,0,0.37,0.37,0,7.1694336,25,0.21949625,0.42138672,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30112,58,0.2397461,0.4047022,0.40440044,0.37,0.37,0,0,0.37,0.37,0,7.180664,25,0.21949625,0.42089844,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30120,58,0.23632813,0.40491638,0.4046139,0.37,0.37,0,0,0.37,0.37,0,7.1591797,25,0.21949625,0.42089844,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30128,58,0.23339844,0.40491676,0.40465015,0.37,0.37,0,0,0.37,0.37,0,7.151367,25,0.21949625,0.421875,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30136,58,0.2319336,0.40512767,0.40475512,0.37,0.37,0,0,0.37,0.37,0,7.182129,25,0.21949625,0.42333984,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30144,58,0.234375,0.4047907,0.40450788,0.37,0.37,0,0,0.37,0.37,0,7.1728516,25,0.21949625,0.4272461,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30152,58,0.234375,0.40470856,0.4043683,0.37,0.37,0,0,0.37,0.37,0,7.1401367,25,0.21949625,0.4272461,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30160,58,0.23486328,0.4046267,0.404298,0.37,0.37,0,0,0.37,0.37,0,7.1435547,25,0.21949625,0.42773438,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30168,58,0.23925781,0.4047113,0.40443972,0.37,0.37,0,0,0.37,0.37,0,7.1748047,25,0.21949625,0.42773438,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30176,58,0.24023438,0.40454668,0.4042994,0.37,0.37,0,0,0.37,0.37,0,7.1782227,25,0.21949625,0.42919922,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30184,58,0.24169922,0.40450594,0.4042966,0.37,0.37,0,0,0.37,0.37,0,7.1865234,25,0.21949625,0.43164063,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30192,58,0.2446289,0.40463018,0.40436703,0.37,0.37,0,0,0.37,0.37,0,7.184082,25,0.21949625,0.4321289,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30200,58,0.24560547,0.40475476,0.40447322,0.37,0.37,0,0,0.37,0.37,0,7.158203,25,0.21949625,0.43310547,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30208,58,0.24365234,0.4046741,0.40433383,0.37,0.37,0,0,0.37,0.37,0,7.1538086,25,0.21949625,0.4326172,0.47937754,0.0000002682209,0.49948305,0.000000059604645,0.18779147,0.2048614
30216,59,0.23876953,0.40357897,0.40412316,0.37,0.37,0,0,0.37,0.37,0,7.15625,25,0.21949625,0.31835938,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30224,59,0.23730469,0.40370125,0.40422925,0.37,0.37,0,0,0.37,0.37,0,7.116211,25,0.21949625,0.32080078,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30232,59,0.24316406,0.40360174,0.404195,0.37,0.37,0,0,0.37,0.37,0,7.0771484,25,0.21949625,0.3232422,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30240,59,0.24267578,0.40361506,0.404268,0.37,0.37,0,0,0.37,0.37,0,7.078125,25,0.21949625,0.32470703,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30248,59,0.24267578,0.40357542,0.40423387,0.37,0.37,0,0,0.37,0.37,0,7.0561523,25,0.21949625,0.32861328,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30256,59,0.2421875,0.40336114,0.40402272,0.37,0.37,0,0,0.37,0.37,0,7.0600586,25,0.21949625,0.33154297,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30264,59,0.24414063,0.4032166,0.4040926,0.37,0.37,0,0,0.37,0.37,0,7.0410156,25,0.21949625,0.33496094,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30272,59,0.2446289,0.40328398,0.4040926,0.37,0.37,0,0,0.37,0.37,0,7.044922,25,0.21949625,0.33984375,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30280,59,0.24658203,0.40335032,0.4041284,0.37,0.37,0,0,0.37,0.37,0,7.0649414,25,0.21949625,0.34179688,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30288,59,0.24853516,0.40347087,0.40413013,0.37,0.37,0,0,0.37,0.37,0,7.052246,25,0.21949625,0.34326172,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30296,59,0.24853516,0.40363544,0.404268,0.37,0.37,0,0,0.37,0.37,0,7.0341797,25,0.21949625,0.3461914,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30304,59,0.25,0.40359342,0.404268,0.37,0.37,0,0,0.37,0.37,0,7.0185547,25,0.21949625,0.34960938,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30312,59,0.25585938,0.40360177,0.4043378,0.37,0.37,0,0,0.37,0.37,0,7.0112305,25,0.21949625,0.35058594,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30320,59,0.25585938,0.40350246,0.40433514,0.37,0.37,0,0,0.37,0.37,0,7.0273438,25,0.21949625,0.3544922,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30328,59,0.25683594,0.40335947,0.40412316,0.37,0.37,0,0,0.37,0.37,0,7.006836,25,0.21949625,0.35595703,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30336,59,0.25585938,0.4034621,0.40411964,0.37,0.37,0,0,0.37,0.37,0,6.987793,25,0.21949625,0.35888672,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30344,59,0.2529297,0.40347108,0.4040853,0.37,0.37,0,0,0.37,0.37,0,7.01709,25,0.21949625,0.36035156,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30352,59,0.25341797,0.40368286,0.40419337,0.37,0.37,0,0,0.37,0.37,0,7.0283203,25,0.21949625,0.3618164,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30360,59,0.2529297,0.40388578,0.4043325,0.37,0.37,0,0,0.37,0.37,0,7.022461,25,0.21949625,0.3647461,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30368,59,0.25195313,0.40394413,0.40436703,0.37,0.37,0,0,0.37,0.37,0,7.012207,25,0.21949625,0.36816406,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30376,59,0.25048828,0.40404487,0.40440044,0.37,0.37,0,0,0.37,0.37,0,6.9990234,25,0.21949625,0.37158203,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30384,59,0.24902344,0.40409914,0.40436575,0.37,0.37,0,0,0.37,0.37,0,6.9990234,25,0.21949625,0.37304688,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30392,59,0.24902344,0.40406108,0.40443745,0.37,0.37,0,0,0.37,0.37,0,6.9970703,25,0.21949625,0.37597656,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30400,59,0.25097656,0.40411183,0.40447107,0.37,0.37,0,0,0.37,0.37,0,6.991699,25,0.21949625,0.37841797,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30408,59,0.25,0.4040267,0.40454447,0.37,0.37,0,0,0.37,0.37,0,6.973633,25,0.21949625,0.3779297,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30416,59,0.24951172,0.40407926,0.4045089,0.37,0.37,0,0,0.37,0.37,0,6.9643555,25,0.21949625,0.38085938,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30424,59,0.25048828,0.40418315,0.40458,0.37,0.37,0,0,0.37,0.37,0,6.963867,25,0.21949625,0.38183594,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30432,59,0.24902344,0.4042386,0.40465155,0.37,0.37,0,0,0.37,0.37,0,6.960449,25,0.21949625,0.3828125,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30440,59,0.24658203,0.4041479,0.40465155,0.37,0.37,0,0,0.37,0.37,0,6.973633,25,0.21949625,0.38378906,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30448,59,0.24609375,0.40419856,0.40458083,0.37,0.37,0,0,0.37,0.37,0,6.9887695,25,0.21949625,0.38720703,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30456,59,0.24707031,0.4041065,0.40451083,0.37,0.37,0,0,0.37,0.37,0,6.9956055,25,0.21949625,0.38867188,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30464,59,0.25048828,0.40392384,0.40436956,0.37,0.37,0,0,0.37,0.37,0,7.0078125,25,0.21949625,0.39160156,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30472,59,0.25146484,0.40416595,0.40458083,0.37,0.37,0,0,0.37,0.37,0,7.006836,25,0.21949625,0.39160156,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30480,59,0.2524414,0.40426075,0.40465084,0.37,0.37,0,0,0.37,0.37,0,7.006836,25,0.21949625,0.39404297,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30488,59,0.25097656,0.40440202,0.40475562,0.37,0.37,0,0,0.37,0.37,0,7.0063477,25,0.21949625,0.3959961,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30496,59,0.24804688,0.40444887,0.40475512,0.37,0.37,0,0,0.37,0.37,0,7.0214844,25,0.21949625,0.39794922,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30504,59,0.25195313,0.40426847,0.40465015,0.37,0.37,0,0,0.37,0.37,0,7.0043945,25,0.21949625,0.4008789,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30512,59,0.24902344,0.40454456,0.40486088,0.37,0.37,0,0,0.37,0.37,0,7.0351563,25,0.21949625,0.4038086,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30520,59,0.24902344,0.4045929,0.40489617,0.37,0.37,0,0,0.37,0.37,0,7.0429688,25,0.21949625,0.40478516,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30528,59,0.24853516,0.40473014,0.40489617,0.37,0.37,0,0,0.37,0.37,0,7.033203,25,0.21949625,0.40625,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30536,59,0.2475586,0.40455273,0.40479168,0.37,0.37,0,0,0.37,0.37,0,7.0268555,25,0.21949625,0.40771484,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30544,59,0.24560547,0.40446296,0.40482605,0.37,0.37,0,0,0.37,0.37,0,7.054199,25,0.21949625,0.4091797,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30552,59,0.2446289,0.40442324,0.40479168,0.37,0.37,0,0,0.37,0.37,0,7.034668,25,0.21949625,0.41015625,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30560,59,0.24267578,0.404378,0.40479127,0.37,0.37,0,0,0.37,0.37,0,7.0283203,25,0.21949625,0.41259766,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30568,59,0.24365234,0.40438423,0.40475708,0.37,0.37,0,0,0.37,0.37,0,7.0185547,25,0.21949625,0.41259766,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30576,59,0.24267578,0.4042996,0.4046874,0.37,0.37,0,0,0.37,0.37,0,7.010742,25,0.21949625,0.41357422,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30584,59,0.24169922,0.40426037,0.40454897,0.37,0.37,0,0,0.37,0.37,0,7.008301,25,0.21949625,0.4140625,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30592,59,0.2421875,0.4044347,0.4046874,0.37,0.37,0,0,0.37,0.37,0,7.001465,25,0.21949625,0.41503906,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30600,59,0.24316406,0.40456924,0.4047236,0.37,0.37,0,0,0.37,0.37,0,7.0166016,25,0.21949625,0.4140625,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30608,59,0.2397461,0.40465736,0.40482807,0.37,0.37,0,0,0.37,0.37,0,6.998047,25,0.21949625,0.41455078,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30616,59,0.24365234,0.40474334,0.40489718,0.37,0.37,0,0,0.37,0.37,0,6.9975586,25,0.21949625,0.41552734,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30624,59,0.24267578,0.40478712,0.4048625,0.37,0.37,0,0,0.37,0.37,0,6.989746,25,0.21949625,0.41748047,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30632,59,0.24267578,0.40474644,0.40486303,0.37,0.37,0,0,0.37,0.37,0,6.977539,25,0.21949625,0.4169922,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30640,59,0.24267578,0.40470505,0.40479374,0.37,0.37,0,0,0.37,0.37,0,6.9838867,25,0.21949625,0.4194336,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30648,59,0.24072266,0.40470645,0.40475944,0.37,0.37,0,0,0.37,0.37,0,6.9726563,25,0.21949625,0.42138672,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
30656,59,0.24316406,0.4047917,0.40479413,0.37,0.37,0,0,0.37,0.37,0,6.9726563,25,0.21949625,0.421875,0.49724713,0.00017837333,0.48223352,0.00009440095,0.18345119,0.19803306
