%  label: Fitness-sharing, 17/03/26 01-41-05
%  population_size: 2048
%  mutation_rate: 0.45
%  max_iterations: 800000
%  selection_method: Tournement
%  t_size: 4
%  brood_size: 2
%  min_start_len: 2
%  max_start_len: 32
%  max_len: 256
%  fit_goal: 0.1
%  cuckoo_rate: 0.15
%  threads: 4
%  num_demes: 1
%  migration: 0.05
%  use_viscosity: true
%  outregs: [4, 5, 6]
%  inregs: [0, 1, 2, 3]
%  binary_path: /home/oblivia/Projects/roper/data/tomato-RT-N18U-httpd
%  fitness_sharing: true
%  fatal_crash: false

ITERATION,SEASON,AVG-GEN,AVG-FIT,AVG-ABFIT,MIN-FIT,MIN-ABFIT,CRASH,BEST-GEN,BEST-FIT,BEST-ABFIT,BEST-CRASH,AVG-LENGTH,BEST-LENGTH,UNSEEN
174,1,0.19873047,0.5931083,0.6669391,0.21144292,0.38666666,0.23703703,0,0.21144292,0.38666666,0,15.84082,5,0.86816406
175,1,0.19970703,0.5930264,0.66693807,0.21144292,0.38666666,0.23616236,0,0.21144292,0.38666666,0,15.833496,5,0.8676758
176,1,0.2006836,0.5941554,0.6669361,0.21144292,0.38666666,0.24175824,0,0.21144292,0.38666666,0,15.828125,5,0.8666992
177,1,0.20263672,0.5942515,0.6669361,0.21144292,0.38666666,0.24175824,0,0.21144292,0.38666666,0,15.821777,5,0.8666992
178,1,0.20361328,0.5947368,0.6669361,0.21144292,0.38666666,0.24175824,0,0.21144292,0.38666666,0,15.821777,5,0.8666992
179,1,0.2055664,0.5941664,0.66693515,0.21144292,0.38666666,0.24087591,0,0.21144292,0.38666666,0,15.824219,5,0.86621094
180,1,0.20751953,0.59554005,0.66693324,0.21144292,0.38666666,0.24275362,0,0.21144292,0.38666666,0,15.821289,5,0.8652344
181,1,0.2084961,0.59551835,0.66693324,0.21144292,0.38666666,0.24275362,0,0.21144292,0.38666666,0,15.813965,5,0.8652344
182,1,0.20947266,0.59438837,0.66693133,0.21144292,0.38666666,0.2410072,0,0.21144292,0.38666666,0,15.810547,5,0.8642578
183,1,0.20800781,0.59480053,0.6669304,0.21144292,0.38666666,0.24014337,0,0.21144292,0.38666666,0,15.801758,5,0.86376953
184,1,0.20898438,0.59471524,0.6669295,0.21144292,0.38666666,0.23928571,0,0.21144292,0.38666666,0,15.802246,5,0.86328125
185,1,0.20996094,0.5932019,0.6669295,0.21144292,0.38666666,0.23571429,0,0.21144292,0.38666666,0,15.799805,5,0.86328125
186,1,0.20996094,0.59137326,0.6669285,0.21144292,0.38666666,0.23131673,0,0.21144292,0.38666666,0,15.791016,5,0.86279297
187,1,0.2109375,0.59137326,0.6669285,0.21144292,0.38666666,0.23131673,0,0.21144292,0.38666666,0,15.778809,5,0.86279297
188,1,0.21240234,0.58973163,0.6652777,0.14125302,0.2,0.22968198,1,0.14125302,0.2,0,15.766602,7,0.8618164
189,1,0.21435547,0.5897105,0.6652777,0.14125302,0.2,0.22968198,1,0.14125302,0.2,0,15.762695,7,0.8618164
190,1,0.21435547,0.5891348,0.6652875,0.14125302,0.2,0.22807017,1,0.14125302,0.2,0,15.753418,7,0.86083984
191,1,0.21728516,0.59049624,0.66529715,0.14125302,0.2,0.22996515,1,0.14125302,0.2,0,15.741699,7,0.8598633
192,1,0.21923828,0.5904023,0.6653066,0.14125302,0.2,0.2283737,1,0.14125302,0.2,0,15.73584,7,0.8588867
193,1,0.22070313,0.59033513,0.66531134,0.14125302,0.2,0.22758621,1,0.14125302,0.2,0,15.743652,7,0.85839844
194,1,0.2241211,0.59169215,0.6653207,0.14125302,0.2,0.22945206,1,0.14125302,0.2,0,15.740723,7,0.8574219
195,1,0.22460938,0.5916417,0.6653253,0.14125302,0.2,0.22866894,1,0.14125302,0.2,0,15.735352,7,0.8569336
196,1,0.2265625,0.59022343,0.6653253,0.14125302,0.2,0.22525597,1,0.14125302,0.2,0,15.719238,7,0.8569336
197,1,0.22705078,0.5897508,0.6653253,0.14125302,0.2,0.22525597,1,0.14125302,0.2,0,15.736816,7,0.8569336
198,1,0.22998047,0.5896638,0.6653344,0.14125302,0.2,0.22372882,1,0.14125302,0.2,0,15.737305,7,0.85595703
199,1,0.2319336,0.58962077,0.66533893,0.14125302,0.2,0.22297297,1,0.14125302,0.2,0,15.744141,7,0.85546875
200,1,0.23242188,0.5895779,0.6653434,0.14125302,0.2,0.22222222,1,0.14125302,0.2,0,15.736816,7,0.85498047
201,1,0.23339844,0.5895779,0.6653434,0.14125302,0.2,0.22222222,1,0.14125302,0.2,0,15.738281,7,0.85498047
202,1,0.23486328,0.58962345,0.6653479,0.14125302,0.2,0.22147651,1,0.14125302,0.2,0,15.728027,7,0.8544922
203,1,0.23779297,0.58953875,0.6653567,0.14125302,0.2,0.22,1,0.14125302,0.2,0,15.716309,7,0.8535156
204,1,0.2397461,0.5889967,0.6653654,0.14125302,0.2,0.21854305,1,0.14125302,0.2,0,15.696777,7,0.85253906
205,1,0.24169922,0.58891726,0.665374,0.14125302,0.2,0.21710527,1,0.14125302,0.2,0,15.700684,7,0.8515625
206,1,0.2421875,0.58931214,0.6653783,0.14125302,0.2,0.21639344,1,0.14125302,0.2,0,15.70166,7,0.8510742
207,1,0.24511719,0.5897045,0.6653825,0.14125302,0.2,0.21568628,1,0.14125302,0.2,0,15.709473,7,0.85058594
208,1,0.24560547,0.58917195,0.66539085,0.14125302,0.2,0.21428572,1,0.14125302,0.2,0,15.723145,7,0.8496094
209,1,0.24658203,0.58872235,0.66539085,0.14125302,0.2,0.21428572,1,0.14125302,0.2,0,15.73877,7,0.8496094
210,1,0.2475586,0.58866477,0.665395,0.14125302,0.2,0.21359223,1,0.14125302,0.2,0,15.745605,7,0.8491211
211,1,0.24853516,0.58862686,0.66539913,0.14125302,0.2,0.21290323,1,0.14125302,0.2,0,15.750488,7,0.8486328
212,1,0.25048828,0.5912278,0.6654073,0.14125302,0.2,0.21794872,1,0.14125302,0.2,0,15.734863,7,0.84765625
213,1,0.25195313,0.59160537,0.6654113,0.14125302,0.2,0.2172524,1,0.14125302,0.2,0,15.731934,7,0.84716797
214,1,0.2529297,0.59158623,0.6654113,0.14125302,0.2,0.2172524,1,0.14125302,0.2,0,15.723633,7,0.84716797
215,1,0.2548828,0.59162307,0.66541535,0.14125302,0.2,0.21656051,1,0.14125302,0.2,0,15.719727,7,0.8466797
216,1,0.2553711,0.5911938,0.6654233,0.14125302,0.2,0.21518987,1,0.14125302,0.2,0,15.708984,7,0.8457031
217,1,0.25634766,0.59246725,0.6654272,0.14125302,0.2,0.21766561,1,0.14125302,0.2,0,15.708008,7,0.84521484
218,1,0.25732422,0.59288514,0.6654272,0.14125302,0.2,0.21766561,1,0.14125302,0.2,0,15.694336,7,0.84521484
219,1,0.25830078,0.5928662,0.6654272,0.14125302,0.2,0.21766561,1,0.14125302,0.2,0,15.694824,7,0.84521484
220,1,0.2607422,0.5918981,0.665435,0.14125302,0.2,0.21630093,1,0.14125302,0.2,0,15.701172,7,0.8442383
221,1,0.26171875,0.59141856,0.6654389,0.14125302,0.2,0.215625,1,0.14125302,0.2,0,15.684082,7,0.84375
222,1,0.26171875,0.59089845,0.6654465,0.14125302,0.2,0.21428572,1,0.14125302,0.2,0,15.686035,7,0.84277344
223,1,0.26171875,0.5925638,0.66545033,0.14125302,0.2,0.21671827,1,0.14125302,0.2,0,15.687988,7,0.84228516
224,1,0.26367188,0.5920881,0.6654541,0.14125302,0.2,0.21604939,1,0.14125302,0.2,0,15.6953125,7,0.8417969
225,1,0.265625,0.592497,0.6654541,0.14125302,0.2,0.21604939,1,0.14125302,0.2,0,15.699219,7,0.8417969
226,1,0.26660156,0.59244907,0.66545784,0.14125302,0.2,0.21538462,1,0.14125302,0.2,0,15.697266,7,0.8413086
227,1,0.26757813,0.59235406,0.6654653,0.14125302,0.2,0.21406728,1,0.14125302,0.2,0,15.69873,7,0.84033203
228,1,0.2685547,0.5935027,0.6654726,0.14125302,0.2,0.21580547,1,0.14125302,0.2,0,15.6875,7,0.83935547
229,1,0.26904297,0.5938871,0.6654726,0.14125302,0.2,0.21580547,1,0.14125302,0.2,0,15.691406,7,0.83935547
230,1,0.26953125,0.5935138,0.66547626,0.14125302,0.2,0.21515152,1,0.14125302,0.2,0,15.691406,7,0.8388672
231,1,0.27148438,0.59469604,0.66547984,0.14125302,0.2,0.21752267,1,0.14125302,0.2,0,15.683594,7,0.8383789
232,1,0.2734375,0.5953949,0.665487,0.14125302,0.2,0.21921922,1,0.14125302,0.2,0,15.665527,7,0.83740234
233,1,0.27441406,0.59492505,0.66549057,0.14125302,0.2,0.21856287,1,0.14125302,0.2,0,15.654785,7,0.83691406
234,1,0.2763672,0.59490705,0.66549057,0.14125302,0.2,0.21856287,1,0.14125302,0.2,0,15.653809,7,0.83691406
235,1,0.27734375,0.5961059,0.6654941,0.14125302,0.2,0.22089553,1,0.14125302,0.2,0,15.654297,7,0.8364258
236,1,0.2783203,0.5972203,0.66550106,0.14125302,0.2,0.22255193,1,0.14125302,0.2,0,15.658203,7,0.8354492
237,1,0.28027344,0.5971005,0.665508,0.14125302,0.2,0.22123894,1,0.14125302,0.2,0,15.66748,7,0.83447266
238,1,0.28125,0.59827423,0.6655114,0.14125302,0.2,0.22352941,1,0.14125302,0.2,0,15.655762,7,0.8339844
239,1,0.28222656,0.59860003,0.6655148,0.14125302,0.2,0.2228739,1,0.14125302,0.2,0,15.640625,7,0.8334961
240,1,0.28271484,0.5996754,0.66552156,0.14125302,0.2,0.2244898,1,0.14125302,0.2,0,15.618652,7,0.83251953
241,1,0.2836914,0.5989276,0.66552824,0.14125302,0.2,0.2231884,1,0.14125302,0.2,0,15.614258,7,0.83154297
242,1,0.28564453,0.5988008,0.6655348,0.14125302,0.2,0.22190201,1,0.14125302,0.2,0,15.624023,7,0.8305664
243,1,0.2866211,0.5998677,0.66554135,0.14125302,0.2,0.2234957,1,0.14125302,0.2,0,15.612793,7,0.82958984
244,1,0.28759766,0.59934247,0.6655478,0.14125302,0.2,0.22222222,1,0.14125302,0.2,0,15.638672,7,0.8286133
245,1,0.28759766,0.59888536,0.66555095,0.14125302,0.2,0.2215909,1,0.14125302,0.2,0,15.629395,7,0.828125
246,1,0.28955078,0.59880614,0.66555417,0.14125302,0.2,0.22096318,1,0.14125302,0.2,0,15.640137,7,0.8276367
247,1,0.29052734,0.5986828,0.6655604,0.14125302,0.2,0.2197183,1,0.14125302,0.2,0,15.640137,7,0.82666016
248,1,0.29101563,0.59823275,0.6655636,0.14125302,0.2,0.21910113,1,0.14125302,0.2,0,15.646973,7,0.8261719
249,1,0.29296875,0.59811366,0.6655698,0.14125302,0.2,0.21787709,1,0.14125302,0.2,0,15.628418,7,0.8251953
250,1,0.29492188,0.59805465,0.6655728,0.14125302,0.2,0.2172702,1,0.14125302,0.2,0,15.604492,7,0.82470703
251,1,0.29589844,0.5979959,0.66557586,0.14125302,0.2,0.21666667,1,0.14125302,0.2,0,15.594727,7,0.82421875
252,1,0.29882813,0.5974969,0.66558194,0.14125302,0.2,0.21546961,1,0.14125302,0.2,0,15.604004,7,0.8232422
253,1,0.29882813,0.5978052,0.6655849,0.14125302,0.2,0.21487603,1,0.14125302,0.2,0,15.600586,7,0.8227539
254,1,0.2998047,0.5977478,0.6655879,0.14125302,0.2,0.21428572,1,0.14125302,0.2,0,15.586426,7,0.8222656
255,1,0.30371094,0.5973114,0.6655909,0.14125302,0.2,0.21369863,1,0.14125302,0.2,0,15.57666,7,0.82177734
256,1,0.3076172,0.5972002,0.6655968,0.14125302,0.2,0.21253406,1,0.14125302,0.2,0,15.577637,7,0.8208008
257,1,0.31054688,0.5970903,0.6656026,0.14125302,0.2,0.21138212,1,0.14125302,0.2,0,15.578125,7,0.8198242
258,1,0.31103516,0.5969816,0.66560835,0.14125302,0.2,0.21024258,1,0.14125302,0.2,0,15.587891,7,0.81884766
259,1,0.31298828,0.59840316,0.6655933,0.14125302,0.2,0.2123656,1,0.14125302,0.2,0,15.587891,7,0.8183594
260,1,0.3149414,0.5973153,0.66557837,0.14125302,0.2,0.20911528,1,0.14125302,0.2,0,15.581543,7,0.8178711
261,2,0.31689453,0.6015116,0.6655842,0.14125302,0.2,0.208,1,0.14125302,0.2,0,15.566406,7,0
262,2,0.31982422,0.6010994,0.66558707,0.14125302,0.2,0.20478724,1,0.14125302,0.2,0,15.557617,7,0
263,2,0.32128906,0.60080713,0.6655899,0.14125302,0.2,0.20424403,1,0.14125302,0.2,0,15.54248,7,0
264,2,0.3232422,0.60265523,0.6655928,0.14125302,0.2,0.20634921,1,0.14125302,0.2,0,15.532227,7,0
265,2,0.32421875,0.60174227,0.66559565,0.14125302,0.2,0.20580475,1,0.14125302,0.2,0,15.543457,7,0
266,2,0.3256836,0.600716,0.6655985,0.14125302,0.2,0.20526315,1,0.14125302,0.2,0,15.539551,7,0
267,2,0.32617188,0.60427195,0.6656041,0.14125302,0.2,0.20942408,1,0.14125302,0.2,0,15.54248,7,0
268,2,0.328125,0.6040617,0.6656041,0.14125302,0.2,0.20942408,1,0.14125302,0.2,0,15.550293,7,0
269,2,0.3310547,0.6071694,0.6659916,0.14125302,0.2,0.21354167,1,0.14125302,0.2,0,15.54834,7,0
270,2,0.33203125,0.6063425,0.66599333,0.14125302,0.2,0.212987,1,0.14125302,0.2,0,15.541016,7,0
271,2,0.3330078,0.6059131,0.66599506,0.14125302,0.2,0.21243523,1,0.14125302,0.2,0,15.529785,7,0
272,2,0.33447266,0.6054912,0.6659968,0.14125302,0.2,0.2118863,1,0.14125302,0.2,0,15.537598,7,0
273,2,0.33544922,0.60474473,0.66599846,0.14125302,0.2,0.2113402,1,0.14125302,0.2,0,15.532715,7,0
274,2,0.33642578,0.6021908,0.66599846,0.14125302,0.2,0.20876288,1,0.14125302,0.2,0,15.524414,7,0
275,2,0.33740234,0.60132855,0.6660002,0.14125302,0.2,0.20822622,1,0.14125302,0.2,0,15.513672,7,0
276,2,0.34033203,0.6011411,0.66600186,0.14125302,0.2,0.20769231,1,0.14125302,0.2,0,15.51709,7,0
277,2,0.34277344,0.60088766,0.6660035,0.14125302,0.2,0.20716113,1,0.14125302,0.2,0,15.513184,7,0
278,2,0.34375,0.60006386,0.6660035,0.14125302,0.2,0.20460358,1,0.14125302,0.2,0,15.507324,7,0
279,2,0.34472656,0.6015496,0.66600686,0.14125302,0.2,0.20610687,1,0.14125302,0.2,0,15.507324,7,0
280,2,0.3461914,0.6030031,0.66601014,0.14125302,0.2,0.20759493,1,0.14125302,0.2,0,15.509277,7,0
281,2,0.34814453,0.60281485,0.66601014,0.14125302,0.2,0.20759493,1,0.14125302,0.2,0,15.520508,7,0
282,2,0.3491211,0.6025496,0.6660117,0.14125302,0.2,0.20707071,1,0.14125302,0.2,0,15.512695,7,0
283,2,0.35009766,0.6021817,0.6660149,0.14125302,0.2,0.20603015,1,0.14125302,0.2,0,15.514648,7,0
284,2,0.35107422,0.602,0.6660165,0.14125302,0.2,0.20551379,1,0.14125302,0.2,0,15.504395,7,0
285,2,0.3540039,0.60164106,0.66601974,0.14125302,0.2,0.20448878,1,0.14125302,0.2,0,15.498047,7,0
286,2,0.35498047,0.6013699,0.6658906,0.14125302,0.2,0.20595534,1,0.14125302,0.2,0,15.499023,7,0
287,2,0.35742188,0.60275674,0.665845,0.14125302,0.2,0.2074074,1,0.14125302,0.2,0,15.495605,7,0
288,2,0.35888672,0.6058919,0.6658489,0.14125302,0.2,0.2113022,1,0.14125302,0.2,0,15.483398,7,0
289,2,0.36083984,0.6055135,0.66585094,0.14125302,0.2,0.21078432,1,0.14125302,0.2,0,15.484375,7,0
290,2,0.3618164,0.6054515,0.66585094,0.14125302,0.2,0.21078432,1,0.14125302,0.2,0,15.483887,7,0
291,2,0.36376953,0.6069965,0.6658529,0.14125302,0.2,0.21271394,1,0.14125302,0.2,0,15.462402,7,0
292,2,0.3647461,0.60997736,0.6658568,0.14125302,0.2,0.21654502,1,0.14125302,0.2,0,15.449707,7,0
293,2,0.36669922,0.6114554,0.66585875,0.14125302,0.2,0.2184466,1,0.14125302,0.2,0,15.441895,7,0
294,2,0.3671875,0.6106295,0.66586065,0.14125302,0.2,0.21791768,1,0.14125302,0.2,0,15.435547,7,0
295,2,0.36767578,0.60970825,0.6658645,0.14125302,0.2,0.21686748,1,0.14125302,0.2,0,15.450195,7,0
296,2,0.37060547,0.6078381,0.66586643,0.14125302,0.2,0.2139423,1,0.14125302,0.2,0,15.444824,7,0
297,2,0.37158203,0.60746074,0.6658683,0.14125302,0.2,0.21342926,1,0.14125302,0.2,0,15.441895,7,0
298,2,0.37353516,0.6074335,0.6658683,0.14125302,0.2,0.21342926,1,0.14125302,0.2,0,15.424805,7,0
299,2,0.37402344,0.60655344,0.6658721,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.416992,7,0
300,2,0.37695313,0.6093748,0.66587394,0.14125302,0.2,0.21428572,1,0.14125302,0.2,0,15.418457,7,0
301,2,0.3774414,0.60872406,0.6659994,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.42334,7,0
302,2,0.37841797,0.60865355,0.6659994,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.407227,7,0
303,2,0.37841797,0.6079625,0.6659994,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.397949,7,0
304,2,0.37939453,0.6093904,0.6659994,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.396484,7,0
305,2,0.38134766,0.60880584,0.6659994,0.14125302,0.2,0.2124105,1,0.14125302,0.2,0,15.382324,7,0
306,2,0.38232422,0.6084339,0.6660025,0.14125302,0.2,0.21140142,1,0.14125302,0.2,0,15.376953,7,0
307,2,0.3828125,0.6075754,0.6660056,0.14125302,0.2,0.2104019,1,0.14125302,0.2,0,15.370605,7,0
308,2,0.38476563,0.61021596,0.66594595,0.14125302,0.2,0.21411765,1,0.14125302,0.2,0,15.347168,7,0
309,2,0.38671875,0.6080893,0.6659946,0.14125302,0.2,0.2112676,1,0.14125302,0.2,0,15.334961,7,0
310,2,0.38720703,0.60742503,0.6659946,0.14125302,0.2,0.2112676,1,0.14125302,0.2,0,15.341309,7,0
311,2,0.3881836,0.6067095,0.66599613,0.14125302,0.2,0.21077283,1,0.14125302,0.2,0,15.349609,7,0
312,2,0.38916016,0.60746527,0.6659977,0.14125302,0.2,0.21028037,1,0.14125302,0.2,0,15.353516,7,0
313,2,0.38964844,0.6071312,0.6660613,0.14125302,0.2,0.20979021,1,0.14125302,0.2,0,15.345703,7,0
314,2,0.39160156,0.60678667,0.66606265,0.14125302,0.2,0.20930232,1,0.14125302,0.2,0,15.331543,7,0
315,2,0.39257813,0.60597557,0.66606545,0.14125302,0.2,0.20833333,1,0.14125302,0.2,0,15.319336,7,0
316,2,0.39404297,0.60480535,0.66606814,0.14125302,0.2,0.20737328,1,0.14125302,0.2,0,15.333008,7,0
317,2,0.39501953,0.60473996,0.66606814,0.14125302,0.2,0.20737328,1,0.14125302,0.2,0,15.323242,7,0
318,2,0.3959961,0.60602546,0.6660695,0.14125302,0.2,0.2091954,1,0.14125302,0.2,0,15.322754,7,0
319,2,0.39794922,0.6056967,0.6660709,0.14125302,0.2,0.2087156,1,0.14125302,0.2,0,15.312988,7,0
320,2,0.4008789,0.6036428,0.66468847,0.049540445,0.06,0.20776255,2,0.049540445,0.06,0,15.301758,6,0
